vader_compound,vader_pos,vader_neg,vader_neu,Verified,Type Of Traveller,Seat Type,review_length,Recommended
-0.6321,0.0,0.047,0.953,True,Family Leisure,Economy Class,702,0
-0.8525,0.022,0.065,0.913,True,Family Leisure,Economy Class,1238,0
-0.7579,0.0,0.113,0.887,True,Solo Leisure,Economy Class,306,0
0.7452,0.116,0.0,0.884,False,Solo Leisure,Economy Class,286,1
-0.6654,0.057,0.087,0.856,True,Solo Leisure,Economy Class,510,0
-0.836,0.0,0.127,0.873,True,Solo Leisure,Economy Class,339,0
-0.8959,0.034,0.221,0.745,True,Solo Leisure,Economy Class,303,0
-0.2322,0.065,0.076,0.859,True,Solo Leisure,Economy Class,784,0
0.2168,0.098,0.105,0.798,True,Couple Leisure,Economy Class,794,0
-0.7845,0.0,0.171,0.829,True,Couple Leisure,Economy Class,316,0
-0.8779,0.04,0.09,0.871,True,Couple Leisure,Economy Class,756,0
0.6597,0.158,0.053,0.789,True,Couple Leisure,Economy Class,196,1
0.9226,0.215,0.065,0.72,True,Couple Leisure,Economy Class,354,1
-0.8777,0.043,0.11,0.847,False,Solo Leisure,Economy Class,1163,0
-0.2732,0.093,0.115,0.792,True,Solo Leisure,Economy Class,447,0
-0.9365,0.05,0.203,0.747,True,Business,Economy Class,508,0
-0.7741,0.077,0.181,0.742,True,Couple Leisure,Economy Class,340,0
-0.936,0.0,0.258,0.742,True,Family Leisure,Economy Class,306,0
0.9733,0.093,0.04,0.866,True,Couple Leisure,Economy Class,1792,0
0.3612,0.086,0.102,0.812,True,Solo Leisure,Economy Class,650,0
-0.6876,0.1,0.12,0.78,True,Couple Leisure,Economy Class,1436,0
-0.9317,0.072,0.212,0.716,True,Business,Economy Class,363,0
0.7159,0.073,0.046,0.881,True,Couple Leisure,Economy Class,1191,1
-0.9319,0.037,0.236,0.726,True,Couple Leisure,Economy Class,390,0
-0.8652,0.061,0.142,0.797,True,Couple Leisure,Economy Class,527,1
0.9023,0.161,0.101,0.738,True,Family Leisure,Economy Class,1181,0
0.9042,0.292,0.0,0.708,True,Business,Economy Class,175,1
0.765,0.139,0.0,0.861,True,Solo Leisure,Economy Class,228,1
-0.8661,0.014,0.056,0.93,False,Family Leisure,Economy Class,1524,0
-0.2885,0.16,0.154,0.686,True,Couple Leisure,Economy Class,300,0
0.979,0.197,0.021,0.783,False,Family Leisure,Economy Class,811,1
0.9687,0.143,0.018,0.839,False,Couple Leisure,Economy Class,836,1
0.934,0.254,0.042,0.704,False,Unknown,Economy Class,277,0
0.8782,0.089,0.012,0.899,False,Solo Leisure,Economy Class,541,0
-0.9776,0.026,0.304,0.67,True,Solo Leisure,Economy Class,433,0
0.7815,0.119,0.082,0.799,True,Family Leisure,Economy Class,921,0
-0.8897,0.058,0.118,0.824,False,Solo Leisure,Economy Class,891,0
0.125,0.145,0.14,0.715,False,Couple Leisure,Economy Class,527,0
0.4793,0.15,0.13,0.719,False,Family Leisure,Economy Class,809,1
-0.879,0.013,0.131,0.856,True,Family Leisure,Economy Class,556,0
0.9523,0.25,0.067,0.683,True,Family Leisure,Economy Class,473,1
0.7314,0.099,0.059,0.842,True,Couple Leisure,Economy Class,624,1
-0.9271,0.058,0.09,0.852,False,Couple Leisure,Economy Class,2255,0
0.9245,0.182,0.07,0.748,True,Solo Leisure,Premium Economy,618,0
-0.7478,0.038,0.097,0.864,False,Family Leisure,Economy Class,549,0
-0.9694,0.022,0.073,0.905,True,Solo Leisure,Economy Class,2537,0
0.9732,0.142,0.01,0.848,True,Family Leisure,Economy Class,835,1
-0.802,0.024,0.094,0.882,True,Couple Leisure,Economy Class,592,0
0.9313,0.208,0.0,0.792,True,Family Leisure,Economy Class,351,1
0.9284,0.23,0.038,0.732,False,Family Leisure,Economy Class,343,1
0.9773,0.412,0.0,0.588,False,Solo Leisure,Economy Class,214,1
0.9761,0.448,0.0,0.552,True,Family Leisure,Premium Economy,216,1
0.6842,0.114,0.056,0.83,True,Family Leisure,Economy Class,667,1
-0.6152,0.07,0.135,0.795,False,Couple Leisure,Economy Class,472,1
0.2919,0.104,0.07,0.826,True,Family Leisure,Economy Class,313,0
0.8807,0.122,0.064,0.814,True,Family Leisure,Economy Class,905,1
0.9391,0.191,0.035,0.774,False,Family Leisure,Economy Class,398,1
-0.2548,0.086,0.086,0.828,True,Family Leisure,Economy Class,494,0
-0.6352,0.054,0.064,0.882,True,Solo Leisure,Premium Economy,1611,0
-0.9371,0.0,0.132,0.868,False,Couple Leisure,Economy Class,499,0
0.9875,0.129,0.031,0.84,True,Couple Leisure,Economy Class,1823,1
-0.9542,0.0,0.099,0.901,True,Couple Leisure,Economy Class,1008,0
-0.0772,0.072,0.076,0.853,True,Family Leisure,Economy Class,326,0
0.7351,0.14,0.098,0.762,False,Couple Leisure,Economy Class,443,1
0.9296,0.123,0.032,0.845,False,Family Leisure,Economy Class,991,1
-0.6057,0.105,0.144,0.75,False,Couple Leisure,Economy Class,755,1
0.9183,0.202,0.042,0.755,False,Couple Leisure,Economy Class,391,1
0.8941,0.111,0.049,0.84,False,Family Leisure,Economy Class,819,0
-0.8936,0.018,0.159,0.824,True,Family Leisure,Economy Class,483,0
0.9576,0.127,0.065,0.809,True,Couple Leisure,Economy Class,1167,0
-0.09,0.081,0.083,0.836,True,Couple Leisure,Economy Class,891,0
-0.9005,0.0,0.206,0.794,False,Couple Leisure,Economy Class,318,0
-0.9615,0.072,0.109,0.819,False,Family Leisure,Economy Class,2573,1
-0.4828,0.078,0.09,0.832,True,Solo Leisure,Economy Class,884,0
-0.901,0.065,0.162,0.773,True,Solo Leisure,Economy Class,677,0
-0.5346,0.046,0.11,0.845,True,Couple Leisure,Economy Class,292,0
0.8801,0.21,0.075,0.715,False,Couple Leisure,Economy Class,345,1
0.1779,0.03,0.0,0.97,True,Solo Leisure,Economy Class,279,0
0.7068,0.184,0.045,0.771,True,Business,Economy Class,273,1
0.9936,0.167,0.009,0.824,True,Solo Leisure,Economy Class,1447,1
-0.7951,0.085,0.129,0.785,True,Solo Leisure,Economy Class,762,0
0.9583,0.34,0.0,0.66,True,Couple Leisure,Premium Economy,201,1
-0.8687,0.0,0.128,0.872,False,Family Leisure,Economy Class,417,0
0.8968,0.19,0.036,0.774,False,Family Leisure,Economy Class,433,1
0.8788,0.115,0.065,0.82,False,Family Leisure,Economy Class,935,1
-0.5113,0.121,0.123,0.756,True,Couple Leisure,Economy Class,687,0
0.9548,0.113,0.0,0.887,False,Family Leisure,Economy Class,765,1
0.9827,0.314,0.022,0.664,True,Family Leisure,Economy Class,401,1
0.9661,0.313,0.0,0.687,True,Couple Leisure,Economy Class,282,1
-0.5594,0.0,0.158,0.842,True,Couple Leisure,Economy Class,191,0
0.9529,0.271,0.075,0.654,False,Couple Leisure,Economy Class,327,1
0.9454,0.09,0.031,0.879,True,Family Leisure,Economy Class,1505,1
0.0717,0.128,0.133,0.739,True,Couple Leisure,Economy Class,780,0
-0.6502,0.043,0.084,0.873,True,Family Leisure,Economy Class,856,0
0.8557,0.126,0.056,0.818,True,Solo Leisure,Economy Class,732,1
0.9886,0.151,0.017,0.832,True,Family Leisure,Premium Economy,1432,1
-0.913,0.032,0.09,0.878,False,Family Leisure,Economy Class,1137,0
0.9782,0.301,0.0,0.699,True,Family Leisure,Economy Class,364,1
-0.9164,0.026,0.081,0.892,True,Family Leisure,Economy Class,1377,0
0.4231,0.092,0.074,0.834,True,Couple Leisure,Economy Class,989,1
0.2649,0.053,0.044,0.902,True,Couple Leisure,Economy Class,1117,0
-0.9168,0.0,0.086,0.914,True,Couple Leisure,Economy Class,851,0
0.9874,0.198,0.0,0.802,True,Couple Leisure,Economy Class,853,1
0.8919,0.11,0.084,0.806,True,Couple Leisure,Economy Class,1052,1
0.9825,0.105,0.02,0.875,True,Family Leisure,Economy Class,1627,1
0.9694,0.107,0.039,0.855,True,Solo Leisure,Premium Economy,1711,0
0.8141,0.127,0.087,0.786,True,Family Leisure,Economy Class,755,1
-0.9543,0.05,0.17,0.78,True,Family Leisure,Economy Class,615,0
0.6872,0.051,0.044,0.905,True,Business,Premium Economy,1167,0
-0.9648,0.069,0.158,0.772,True,Solo Leisure,Economy Class,998,0
0.9257,0.216,0.0,0.784,True,Family Leisure,Economy Class,261,1
0.875,0.122,0.017,0.861,True,Couple Leisure,Premium Economy,587,1
-0.5499,0.032,0.094,0.874,True,Couple Leisure,Economy Class,335,0
0.3818,0.028,0.0,0.972,True,Solo Leisure,Economy Class,485,0
0.8641,0.121,0.022,0.857,True,Family Leisure,Economy Class,527,1
0.8856,0.091,0.062,0.848,True,Couple Leisure,Economy Class,1586,0
0.9653,0.121,0.024,0.855,True,Couple Leisure,Economy Class,1094,1
-0.9495,0.041,0.135,0.824,True,Solo Leisure,Economy Class,931,0
0.9589,0.219,0.031,0.75,True,Family Leisure,Economy Class,410,1
0.1141,0.063,0.081,0.856,True,Solo Leisure,Economy Class,552,0
-0.8116,0.06,0.132,0.808,False,Solo Leisure,Economy Class,456,0
-0.8896,0.072,0.206,0.722,True,Couple Leisure,Economy Class,468,0
0.7389,0.093,0.088,0.819,True,Couple Leisure,Economy Class,1408,1
-0.8803,0.021,0.098,0.881,True,Family Leisure,Economy Class,794,0
-0.9723,0.017,0.068,0.915,True,Solo Leisure,Economy Class,2468,0
0.8326,0.164,0.022,0.814,False,Family Leisure,Economy Class,332,1
0.8141,0.185,0.041,0.773,False,Family Leisure,Economy Class,303,1
0.8597,0.108,0.05,0.842,False,Couple Leisure,Economy Class,802,1
0.9507,0.077,0.028,0.894,False,Family Leisure,Economy Class,1617,0
-0.9725,0.0,0.204,0.796,False,Solo Leisure,Economy Class,587,0
0.3165,0.106,0.102,0.792,False,Couple Leisure,Economy Class,336,0
-0.9201,0.055,0.193,0.752,False,Couple Leisure,Premium Economy,511,0
0.9623,0.17,0.101,0.729,False,Couple Leisure,Economy Class,949,0
-0.7712,0.033,0.138,0.83,False,Family Leisure,Economy Class,302,0
0.969,0.201,0.017,0.783,False,Solo Leisure,Economy Class,466,1
-0.088,0.047,0.053,0.901,False,Family Leisure,Economy Class,1027,0
-0.7715,0.073,0.147,0.78,False,Family Leisure,Economy Class,471,0
0.6004,0.202,0.144,0.654,False,Couple Leisure,Premium Economy,252,0
0.5735,0.211,0.116,0.673,False,Couple Leisure,Economy Class,314,1
0.9531,0.143,0.023,0.834,False,Couple Leisure,Economy Class,725,0
0.768,0.049,0.026,0.926,False,Couple Leisure,Economy Class,1289,1
0.7178,0.07,0.057,0.873,False,Couple Leisure,Economy Class,1983,1
-0.8939,0.043,0.179,0.778,False,Unknown,Economy Class,427,0
-0.832,0.071,0.151,0.777,False,Unknown,Economy Class,368,0
0.9402,0.169,0.0,0.831,False,Unknown,Economy Class,469,1
0.9088,0.158,0.04,0.802,False,Unknown,Economy Class,513,1
0.8463,0.13,0.034,0.836,False,Unknown,Economy Class,503,1
0.9342,0.28,0.0,0.72,False,Unknown,Unknown,233,1
0.9118,0.344,0.0,0.656,False,Unknown,Unknown,158,1
0.9538,0.193,0.0,0.807,False,Unknown,Unknown,602,1
0.9607,0.223,0.0,0.777,False,Unknown,Economy Class,447,1
0.9088,0.112,0.022,0.866,False,Unknown,Economy Class,604,1
0.7096,0.124,0.041,0.835,False,Unknown,Unknown,383,0
-0.2789,0.081,0.098,0.822,False,Unknown,Unknown,581,0
0.8907,0.187,0.0,0.813,False,Unknown,Unknown,362,0
0.3064,0.054,0.02,0.926,False,Unknown,Unknown,495,0
0.891,0.141,0.031,0.828,False,Unknown,Unknown,495,0
0.932,0.126,0.054,0.82,False,Unknown,Unknown,725,0
0.9657,0.198,0.039,0.764,False,Unknown,Unknown,619,0
-0.9677,0.039,0.12,0.842,False,Unknown,Unknown,1929,0
0.2475,0.119,0.084,0.796,False,Unknown,Unknown,709,0
0.9493,0.302,0.0,0.698,False,Unknown,Unknown,301,0
-0.8128,0.0,0.116,0.884,False,Unknown,Unknown,339,0
0.9141,0.235,0.054,0.712,False,Unknown,Unknown,296,0
0.8974,0.306,0.0,0.694,False,Unknown,Unknown,158,0
0.0258,0.128,0.147,0.725,False,Unknown,Unknown,207,0
0.8465,0.164,0.053,0.783,False,Unknown,Unknown,425,0
-0.6351,0.017,0.073,0.909,False,Unknown,Unknown,457,0
-0.9381,0.025,0.125,0.85,False,Unknown,Unknown,725,0
-0.5215,0.124,0.136,0.74,False,Couple Leisure,Economy Class,979,0
-0.9775,0.0,0.195,0.805,True,Solo Leisure,Economy Class,654,0
-0.4648,0.075,0.107,0.817,True,Solo Leisure,Economy Class,591,1
-0.9613,0.04,0.137,0.823,True,Solo Leisure,Economy Class,888,0
-0.9037,0.026,0.144,0.83,False,Couple Leisure,Economy Class,647,0
-0.6149,0.027,0.094,0.88,True,Couple Leisure,Economy Class,410,0
-0.4215,0.044,0.071,0.885,False,Family Leisure,Economy Class,695,0
-0.9537,0.0,0.37,0.63,True,Business,Business Class,295,0
-0.9856,0.048,0.174,0.778,True,Solo Leisure,Economy Class,1085,0
-0.9423,0.0,0.302,0.698,False,Family Leisure,Economy Class,230,0
0.9878,0.339,0.014,0.647,False,Solo Leisure,Economy Class,378,1
-0.9501,0.028,0.119,0.853,False,Solo Leisure,Economy Class,983,0
-0.9301,0.012,0.151,0.837,False,Business,Economy Class,853,0
-0.9614,0.0,0.2,0.8,False,Family Leisure,Economy Class,448,0
-0.9061,0.02,0.225,0.755,True,Solo Leisure,Economy Class,273,0
0.9686,0.23,0.047,0.723,True,Solo Leisure,Economy Class,556,1
-0.8752,0.02,0.135,0.846,True,Business,Economy Class,577,0
0.8519,0.131,0.097,0.772,True,Couple Leisure,Economy Class,1119,0
-0.9753,0.036,0.08,0.884,True,Couple Leisure,Economy Class,3415,0
-0.6046,0.065,0.084,0.852,True,Couple Leisure,Economy Class,1264,0
0.0436,0.034,0.063,0.903,False,Business,Economy Class,437,0
0.8591,0.135,0.036,0.829,False,Couple Leisure,Business Class,474,1
0.8837,0.125,0.028,0.847,False,Solo Leisure,Economy Class,569,1
0.974,0.146,0.047,0.808,False,Family Leisure,Economy Class,1059,1
-0.943,0.022,0.181,0.798,False,Family Leisure,Economy Class,463,0
0.9845,0.106,0.054,0.841,False,Business,Business Class,3232,1
-0.952,0.027,0.15,0.823,False,Business,Economy Class,640,0
-0.286,0.089,0.125,0.787,False,Business,Economy Class,272,0
0.9665,0.174,0.029,0.797,False,Solo Leisure,Economy Class,619,1
0.296,0.044,0.043,0.912,False,Solo Leisure,Economy Class,764,1
-0.9416,0.026,0.165,0.808,False,Family Leisure,Economy Class,530,0
-0.4502,0.022,0.063,0.915,False,Solo Leisure,Economy Class,472,1
-0.7383,0.083,0.227,0.691,False,Solo Leisure,Economy Class,221,0
0.958,0.211,0.064,0.725,False,Business,Economy Class,460,1
0.8696,0.131,0.069,0.801,False,Business,Business Class,870,1
-0.8559,0.08,0.14,0.78,False,Unknown,Business Class,750,0
-0.9461,0.049,0.1,0.851,False,Unknown,Economy Class,1636,0
-0.9635,0.017,0.168,0.815,False,Unknown,Economy Class,797,0
0.7017,0.189,0.089,0.722,False,Unknown,Economy Class,250,1
-0.8571,0.049,0.308,0.643,False,Unknown,Economy Class,197,0
-0.9365,0.0,0.149,0.851,False,Unknown,Economy Class,574,0
0.8588,0.218,0.0,0.782,False,Unknown,Economy Class,206,1
0.7792,0.15,0.08,0.77,False,Unknown,Economy Class,483,1
0.9637,0.28,0.022,0.698,False,Unknown,Economy Class,346,1
-0.8066,0.037,0.139,0.824,False,Unknown,Economy Class,392,0
-0.5719,0.051,0.098,0.851,False,Unknown,Economy Class,594,0
0.1991,0.064,0.047,0.889,False,Unknown,Economy Class,205,0
-0.719,0.01,0.06,0.93,False,Unknown,Economy Class,946,0
0.4118,0.133,0.093,0.774,False,Unknown,Economy Class,209,1
0.9719,0.188,0.0,0.812,False,Unknown,Business Class,487,0
-0.5427,0.045,0.073,0.882,False,Unknown,Economy Class,1119,0
0.8173,0.136,0.053,0.81,False,Unknown,Economy Class,418,1
0.6908,0.133,0.0,0.867,False,Unknown,Business Class,204,1
0.8918,0.117,0.035,0.848,False,Unknown,Economy Class,604,1
0.6411,0.167,0.097,0.736,False,Unknown,Economy Class,317,1
0.9119,0.177,0.022,0.801,False,Unknown,Economy Class,348,0
0.9119,0.177,0.022,0.801,False,Unknown,Economy Class,348,1
0.3367,0.054,0.043,0.903,False,Unknown,Economy Class,623,0
-0.3167,0.047,0.08,0.873,False,Unknown,Business Class,362,0
0.9245,0.277,0.0,0.723,False,Unknown,Economy Class,189,1
0.8406,0.289,0.04,0.671,False,Unknown,Economy Class,184,0
0.9468,0.224,0.025,0.751,False,Unknown,Business Class,410,1
0.9061,0.195,0.0,0.805,False,Unknown,Economy Class,335,1
0.9042,0.157,0.107,0.736,False,Unknown,Economy Class,719,1
-0.7996,0.096,0.209,0.695,False,Unknown,Unknown,362,0
0.9214,0.285,0.0,0.715,False,Unknown,Unknown,216,0
-0.4443,0.078,0.104,0.819,False,Unknown,Unknown,350,0
0.9195,0.265,0.036,0.7,False,Unknown,Unknown,304,0
0.8655,0.264,0.0,0.736,False,Unknown,Unknown,193,0
0.9216,0.243,0.0,0.757,False,Unknown,Unknown,279,0
0.8316,0.274,0.13,0.596,False,Unknown,Unknown,185,0
0.7234,0.071,0.0,0.929,False,Unknown,Unknown,505,0
0.8583,0.29,0.063,0.647,False,Unknown,Unknown,176,0
0.9251,0.181,0.079,0.74,False,Unknown,Unknown,527,0
0.7047,0.092,0.0,0.908,False,Unknown,Unknown,328,0
-0.8665,0.04,0.126,0.834,False,Unknown,Unknown,566,0
0.5044,0.197,0.135,0.669,False,Unknown,Unknown,390,0
0.8977,0.085,0.071,0.844,False,Unknown,Unknown,2301,0
0.6004,0.067,0.062,0.87,False,Unknown,Unknown,1896,0
-0.7269,0.0,0.151,0.849,False,Solo Leisure,Economy Class,219,0
-0.9611,0.056,0.114,0.83,True,Family Leisure,Economy Class,1419,0
-0.4222,0.061,0.173,0.766,True,Business,Economy Class,182,0
-0.769,0.055,0.107,0.838,False,Solo Leisure,Business Class,978,0
0.5515,0.056,0.043,0.901,True,Couple Leisure,Economy Class,1919,0
-0.8944,0.035,0.102,0.863,True,Solo Leisure,Business Class,910,0
0.4202,0.1,0.075,0.826,True,Business,Economy Class,585,0
-0.9423,0.086,0.184,0.731,False,Couple Leisure,Economy Class,705,0
-0.9153,0.052,0.208,0.741,False,Business,Economy Class,329,0
0.6756,0.036,0.0,0.964,True,Family Leisure,Economy Class,1075,1
-0.9127,0.047,0.133,0.82,False,Solo Leisure,Business Class,1001,0
-0.968,0.012,0.094,0.894,True,Family Leisure,Business Class,1294,0
0.0882,0.116,0.13,0.754,False,Couple Leisure,Economy Class,1094,0
-0.9031,0.031,0.064,0.905,True,Solo Leisure,Economy Class,1332,0
-0.5358,0.025,0.091,0.884,True,Business,Economy Class,239,0
-0.836,0.07,0.162,0.768,False,Family Leisure,Economy Class,461,0
-0.3757,0.053,0.071,0.875,True,Couple Leisure,Business Class,650,0
0.4215,0.057,0.031,0.912,True,Solo Leisure,Economy Class,463,0
-0.6843,0.05,0.068,0.882,True,Couple Leisure,Economy Class,2168,0
-0.9819,0.027,0.136,0.837,True,Family Leisure,Economy Class,1452,0
-0.7458,0.074,0.188,0.738,True,Couple Leisure,Economy Class,230,0
-0.849,0.047,0.072,0.881,True,Family Leisure,Business Class,1844,0
-0.6283,0.112,0.22,0.668,False,Business,Economy Class,206,0
0.7964,0.093,0.039,0.868,True,Couple Leisure,Business Class,617,1
0.8702,0.097,0.026,0.877,True,Business,Business Class,650,0
-0.8126,0.028,0.142,0.83,True,Solo Leisure,Economy Class,467,0
-0.6582,0.037,0.06,0.904,True,Solo Leisure,Premium Economy,709,0
-0.128,0.027,0.058,0.915,True,Solo Leisure,Economy Class,369,0
0.9744,0.282,0.0,0.718,True,Family Leisure,Business Class,404,1
0.5,0.149,0.101,0.75,True,Couple Leisure,Business Class,407,1
-0.9163,0.041,0.095,0.864,True,Family Leisure,Economy Class,1302,0
0.5046,0.152,0.07,0.778,False,Solo Leisure,Economy Class,172,1
-0.9017,0.027,0.044,0.929,True,Couple Leisure,Economy Class,3285,0
-0.301,0.116,0.12,0.764,True,Family Leisure,Business Class,1519,1
-0.6193,0.05,0.11,0.84,True,Couple Leisure,Economy Class,453,0
-0.93,0.01,0.081,0.91,True,Solo Leisure,Business Class,1011,0
-0.948,0.015,0.066,0.919,True,Business,Economy Class,2416,0
-0.9898,0.039,0.116,0.845,True,Family Leisure,Economy Class,2755,0
0.9931,0.206,0.022,0.772,True,Business,Business Class,1335,1
-0.8587,0.0,0.13,0.87,True,Solo Leisure,Economy Class,380,0
0.9758,0.121,0.041,0.839,False,Solo Leisure,Business Class,1403,1
0.8151,0.085,0.026,0.89,True,Couple Leisure,Economy Class,600,1
-0.836,0.061,0.134,0.805,False,Couple Leisure,Economy Class,516,0
0.4374,0.152,0.128,0.719,False,Couple Leisure,Business Class,524,0
-0.7183,0.032,0.111,0.858,False,Couple Leisure,Economy Class,369,0
-0.7124,0.026,0.094,0.88,False,Family Leisure,Economy Class,638,0
-0.9083,0.061,0.189,0.75,False,Business,Business Class,418,0
-0.8476,0.011,0.093,0.895,True,Business,Economy Class,501,0
-0.9623,0.012,0.098,0.89,True,Couple Leisure,Economy Class,1455,0
-0.4382,0.058,0.102,0.84,False,Family Leisure,Economy Class,489,0
0.4534,0.144,0.129,0.726,True,Couple Leisure,Economy Class,573,0
-0.7018,0.0,0.061,0.939,True,Family Leisure,Business Class,510,0
-0.9766,0.012,0.19,0.798,True,Family Leisure,Economy Class,589,0
-0.567,0.055,0.116,0.829,True,Solo Leisure,Economy Class,432,0
-0.6652,0.026,0.116,0.857,True,Business,Economy Class,254,0
-0.9361,0.055,0.227,0.718,True,Family Leisure,Economy Class,406,0
-0.3689,0.089,0.135,0.776,True,Couple Leisure,Economy Class,435,0
0.6418,0.057,0.034,0.909,True,Solo Leisure,Economy Class,643,0
-0.9602,0.073,0.129,0.798,True,Solo Leisure,Economy Class,1600,0
0.2023,0.033,0.0,0.967,True,Couple Leisure,Economy Class,417,1
0.796,0.162,0.052,0.786,False,Family Leisure,Economy Class,261,1
-0.9457,0.035,0.131,0.835,True,Solo Leisure,Economy Class,721,0
0.5575,0.049,0.033,0.918,True,Couple Leisure,Economy Class,1070,0
0.7972,0.155,0.101,0.744,False,Couple Leisure,Business Class,661,0
-0.7727,0.015,0.07,0.914,True,Business,Economy Class,715,0
-0.9792,0.069,0.1,0.832,True,Couple Leisure,Business Class,3227,0
-0.9558,0.03,0.129,0.841,True,Solo Leisure,Economy Class,954,0
0.9501,0.241,0.053,0.706,False,Family Leisure,Economy Class,390,1
-0.6731,0.064,0.12,0.817,False,Business,Economy Class,703,0
0.6687,0.069,0.019,0.912,True,Business,Business Class,582,0
-0.97,0.063,0.182,0.755,True,Solo Leisure,Economy Class,844,0
-0.7891,0.054,0.133,0.813,True,Business,Business Class,547,0
-0.6114,0.112,0.167,0.721,True,Solo Leisure,Economy Class,394,1
0.9657,0.09,0.033,0.877,True,Solo Leisure,Economy Class,1815,0
0.9251,0.115,0.068,0.818,True,Solo Leisure,Business Class,1028,0
0.9929,0.355,0.0,0.645,True,Solo Leisure,Economy Class,517,1
0.7468,0.11,0.039,0.851,True,Family Leisure,Economy Class,571,0
-0.9686,0.0,0.45,0.55,True,Solo Leisure,Economy Class,185,0
-0.7814,0.02,0.116,0.864,False,Family Leisure,Economy Class,474,0
0.7947,0.093,0.081,0.826,True,Family Leisure,Economy Class,1200,0
0.128,0.046,0.038,0.916,True,Solo Leisure,Economy Class,875,0
-0.9391,0.042,0.324,0.633,True,Solo Leisure,Economy Class,228,0
-0.8222,0.0,0.109,0.891,True,Solo Leisure,Economy Class,389,0
-0.9126,0.0,0.082,0.918,True,Solo Leisure,Economy Class,875,0
-0.7606,0.057,0.147,0.795,True,Solo Leisure,Economy Class,333,0
-0.9509,0.064,0.105,0.83,True,Solo Leisure,Economy Class,2821,0
0.6718,0.085,0.059,0.856,False,Family Leisure,Economy Class,1089,0
0.9571,0.396,0.055,0.549,True,Business,Economy Class,183,1
-0.8356,0.0,0.163,0.837,False,Couple Leisure,Economy Class,303,0
-0.7809,0.04,0.096,0.863,True,Family Leisure,Economy Class,745,0
-0.8248,0.068,0.101,0.831,True,Solo Leisure,Economy Class,904,0
-0.7428,0.051,0.07,0.879,True,Solo Leisure,Economy Class,1305,0
-0.6393,0.033,0.056,0.911,True,Couple Leisure,Business Class,1194,0
-0.9468,0.009,0.088,0.902,True,Solo Leisure,Economy Class,1190,0
-0.8245,0.053,0.076,0.871,True,Solo Leisure,Economy Class,2820,0
0.3786,0.113,0.095,0.791,True,Couple Leisure,Economy Class,416,0
0.9737,0.228,0.0,0.772,False,Couple Leisure,Economy Class,502,1
-0.9858,0.043,0.109,0.848,True,Family Leisure,Economy Class,2074,0
0.5413,0.104,0.098,0.798,True,Business,Economy Class,1198,1
0.9751,0.179,0.046,0.775,True,Solo Leisure,Business Class,839,1
-0.9183,0.053,0.184,0.763,False,Business,Business Class,504,0
-0.9345,0.043,0.289,0.668,True,Solo Leisure,Economy Class,280,0
-0.8784,0.051,0.128,0.822,False,Business,Business Class,888,0
0.897,0.226,0.088,0.686,True,Family Leisure,Economy Class,311,1
-0.8412,0.073,0.13,0.797,False,Business,Economy Class,797,0
-0.3338,0.097,0.113,0.79,False,Solo Leisure,Economy Class,702,1
-0.5997,0.118,0.141,0.741,False,Solo Leisure,Economy Class,751,1
-0.8502,0.04,0.07,0.89,False,Business,Business Class,1551,0
-0.9564,0.053,0.156,0.791,False,Couple Leisure,Economy Class,887,0
-0.3612,0.07,0.096,0.835,False,Couple Leisure,Economy Class,885,0
-0.9448,0.0,0.183,0.817,False,Family Leisure,Economy Class,437,0
-0.9254,0.025,0.131,0.845,False,Family Leisure,Economy Class,753,0
-0.1531,0.122,0.153,0.725,False,Family Leisure,Economy Class,235,1
0.2957,0.053,0.06,0.887,False,Family Leisure,Economy Class,2080,0
0.9288,0.291,0.072,0.637,False,Unknown,Economy Class,283,1
0.9902,0.241,0.016,0.743,False,Unknown,Economy Class,863,1
0.9719,0.255,0.0,0.745,False,Unknown,Economy Class,478,1
-0.1459,0.104,0.126,0.771,False,Unknown,Business Class,294,0
-0.9221,0.025,0.142,0.833,False,Unknown,Economy Class,561,0
0.918,0.091,0.024,0.885,False,Unknown,Economy Class,875,1
0.9692,0.139,0.016,0.845,False,Unknown,Business Class,878,0
-0.9318,0.023,0.154,0.823,False,Unknown,Economy Class,507,0
-0.082,0.151,0.159,0.69,False,Unknown,Economy Class,787,1
0.0729,0.084,0.102,0.814,False,Unknown,Economy Class,473,1
0.0444,0.036,0.034,0.93,False,Unknown,Economy Class,381,1
-0.9749,0.031,0.143,0.826,False,Unknown,Economy Class,1012,1
-0.9395,0.007,0.097,0.896,False,Unknown,Economy Class,944,0
0.7791,0.136,0.085,0.779,False,Unknown,Economy Class,1077,1
-0.296,0.039,0.082,0.879,False,Unknown,Economy Class,280,0
-0.7239,0.039,0.081,0.88,False,Unknown,Economy Class,715,0
-0.3519,0.07,0.101,0.829,False,Unknown,Economy Class,544,1
-0.8293,0.031,0.095,0.874,False,Unknown,Economy Class,792,1
-0.628,0.112,0.139,0.75,False,Unknown,Unknown,551,0
0.2213,0.097,0.125,0.778,False,Unknown,Unknown,306,0
-0.923,0.035,0.182,0.783,False,Unknown,Unknown,425,0
-0.9913,0.065,0.186,0.748,False,Unknown,Unknown,1383,0
0.9285,0.109,0.014,0.877,False,Unknown,Unknown,842,0
-0.2942,0.088,0.085,0.826,False,Unknown,Unknown,641,0
0.8903,0.081,0.062,0.857,False,Unknown,Unknown,1859,0
