aspect_seat,aspect_food,aspect_staff,aspect_ground_service,aspect_entertainment,aspect_seat_missing,aspect_food_missing,aspect_staff_missing,aspect_ground_service_missing,aspect_entertainment_missing,Verified,Type Of Traveller,Seat Type,review_length,Recommended
,,,,,1,1,1,1,1,True,Solo Leisure,Economy Class,365,0
,,,-0.5187,,1,1,1,0,1,True,Family Leisure,Economy Class,907,0
,,-0.802,,,1,1,0,1,1,True,Family Leisure,Economy Class,175,0
,0.7575,0.7575,0.7575,,1,0,0,0,1,False,Family Leisure,Economy Class,177,1
0.9537,0.9537,0.9537,0.9537,0.9537,0,0,0,0,0,True,Couple Leisure,Economy Class,2308,0
-0.7251,-0.7251,-0.7251,,,0,0,0,1,1,True,Family Leisure,Economy Class,580,0
,,,,,1,1,1,1,1,False,Couple Leisure,Economy Class,251,0
,,,-0.4019,,1,1,1,0,1,False,Couple Leisure,Business Class,745,0
-0.975,-0.975,-0.975,-0.975,-0.975,0,0,0,0,0,True,Family Leisure,Economy Class,1645,0
-0.4215,,-0.4215,-0.4215,,0,1,0,0,1,False,Business,Business Class,426,0
,,,-0.5256,,1,1,1,0,1,True,Couple Leisure,Business Class,376,0
,,,-0.8122,,1,1,1,0,1,True,Solo Leisure,Economy Class,632,0
,,,0.8013,0.8013,1,1,1,0,0,True,Couple Leisure,Economy Class,2767,0
,,0.25,0.25,,1,1,0,0,1,True,Couple Leisure,Economy Class,679,0
,,,0.0,,1,1,1,0,1,False,Couple Leisure,Economy Class,244,0
0.0,,0.0,0.0,,0,1,0,0,1,True,Solo Leisure,Economy Class,294,0
0.9831,0.9831,0.9831,,,0,0,0,1,1,True,Couple Leisure,Economy Class,576,1
,,,-0.8405,,1,1,1,0,1,False,Couple Leisure,Economy Class,721,0
,,,-0.8957,,1,1,1,0,1,True,Family Leisure,Economy Class,670,0
,,-0.8176,-0.8176,,1,1,0,0,1,False,Solo Leisure,Economy Class,430,0
0.9678,0.9678,0.9678,,0.9678,0,0,0,1,0,True,Business,Premium Economy,188,1
-0.9186,,-0.9186,,,0,1,0,1,1,True,Solo Leisure,Business Class,873,0
,,0.5008,0.5008,,1,1,0,0,1,True,Family Leisure,Economy Class,402,0
,,-0.4588,-0.4588,,1,1,0,0,1,False,Solo Leisure,Economy Class,544,0
0.7964,0.7964,0.7964,,0.7964,0,0,0,1,0,True,Business,Premium Economy,310,1
,,-0.2263,-0.2263,,1,1,0,0,1,True,Business,Economy Class,908,0
-0.7003,-0.7003,-0.7003,-0.7003,,0,0,0,0,1,False,Business,Economy Class,1032,0
-0.6361,-0.6361,-0.6361,-0.6361,-0.6361,0,0,0,0,0,True,Business,Economy Class,1350,0
-0.9468,,-0.9468,-0.9468,,0,1,0,0,1,False,Business,Economy Class,853,0
-0.981,,-0.981,,,0,1,0,1,1,False,Solo Leisure,Economy Class,1719,0
-0.5423,,-0.5423,-0.5423,,0,1,0,0,1,True,Business,Premium Economy,337,0
0.9666,0.9666,0.9666,,0.9666,0,0,0,1,0,True,Couple Leisure,Economy Class,549,1
,,-0.9355,-0.9355,,1,1,0,0,1,True,Couple Leisure,Economy Class,1326,0
,,-0.8898,-0.8898,,1,1,0,0,1,False,Solo Leisure,Economy Class,658,0
,,-0.802,-0.802,,1,1,0,0,1,True,Solo Leisure,Economy Class,485,0
-0.8586,,,-0.8586,,0,1,1,0,1,True,Business,Economy Class,174,0
,,-0.5709,-0.5709,,1,1,0,0,1,True,Solo Leisure,Economy Class,288,0
,,,0.101,,1,1,1,0,1,True,Solo Leisure,Economy Class,305,0
,,-0.6124,-0.6124,,1,1,0,0,1,True,Couple Leisure,Economy Class,186,0
0.946,0.946,0.946,,,0,0,0,1,1,True,Family Leisure,Business Class,645,1
0.7884,0.7884,0.7884,0.7884,,0,0,0,0,1,False,Business,Economy Class,1423,0
,,,-0.8047,,1,1,1,0,1,True,Solo Leisure,Economy Class,391,0
,0.9758,0.9758,0.9758,,1,0,0,0,1,True,Couple Leisure,Economy Class,621,1
-0.8074,,-0.8074,,-0.8074,0,1,0,1,0,True,Family Leisure,Economy Class,2292,1
-0.8272,,-0.8272,,-0.8272,0,1,0,1,0,False,Business,Business Class,854,0
0.9442,0.9442,0.9442,,,0,0,0,1,1,True,Business,Business Class,404,1
0.9393,,0.9393,,0.9393,0,1,0,1,0,True,Business,Business Class,234,1
0.959,0.959,0.959,0.959,,0,0,0,0,1,True,Family Leisure,Economy Class,1010,0
,,0.123,0.123,,1,1,0,0,1,True,Couple Leisure,Economy Class,353,0
0.9787,0.9787,0.9787,,0.9787,0,0,0,1,0,True,Business,Premium Economy,380,1
,,0.7906,0.7906,,1,1,0,0,1,True,Solo Leisure,Economy Class,616,0
0.9728,0.9728,0.9728,0.9728,,0,0,0,0,1,True,Couple Leisure,Business Class,263,1
0.4767,0.4767,0.4767,,,0,0,0,1,1,True,Family Leisure,Premium Economy,495,0
-0.6894,,-0.6894,-0.6894,,0,1,0,0,1,True,Solo Leisure,Economy Class,518,0
,,,,,1,1,1,1,1,False,Solo Leisure,Economy Class,476,0
,,,-0.9109,,1,1,1,0,1,True,Couple Leisure,Economy Class,181,0
-0.296,-0.296,-0.296,-0.296,,0,0,0,0,1,True,Business,Economy Class,659,1
,,,-0.8052,-0.8052,1,1,1,0,0,True,Solo Leisure,Economy Class,600,0
,,-0.8789,-0.8789,,1,1,0,0,1,True,Family Leisure,Economy Class,1042,0
,0.4939,0.4939,,,1,0,0,1,1,False,Family Leisure,Economy Class,223,1
,,,-0.9448,,1,1,1,0,1,True,Business,Economy Class,753,0
-0.9032,,-0.9032,-0.9032,-0.9032,0,1,0,0,0,True,Couple Leisure,Economy Class,556,0
0.9647,0.9647,0.9647,0.9647,0.9647,0,0,0,0,0,True,Solo Leisure,Economy Class,411,1
0.919,0.919,0.919,,0.919,0,0,0,1,0,True,Business,Premium Economy,939,1
,,-0.4767,-0.4767,,1,1,0,0,1,True,Solo Leisure,Economy Class,730,0
,0.8261,0.8261,,0.8261,1,0,0,1,0,True,Family Leisure,Business Class,444,1
0.8261,,0.8261,0.8261,,0,1,0,0,1,True,Solo Leisure,Economy Class,1769,0
0.9638,0.9638,0.9638,0.9638,0.9638,0,0,0,0,0,True,Couple Leisure,Economy Class,447,1
0.9578,0.9578,0.9578,0.9578,,0,0,0,0,1,True,Business,Economy Class,203,1
,,0.802,0.802,,1,1,0,0,1,False,Business,Economy Class,508,0
-0.8268,,,,-0.8268,0,1,1,1,0,True,Couple Leisure,Business Class,567,0
,0.4588,0.4588,,,1,0,0,1,1,True,Couple Leisure,Business Class,322,0
,0.9828,0.9828,,0.9828,1,0,0,1,0,True,Business,Business Class,277,1
-0.6124,,,-0.6124,,0,1,1,0,1,True,Business,Economy Class,489,0
-0.9136,-0.9136,-0.9136,-0.9136,,0,0,0,0,1,False,Couple Leisure,Economy Class,1048,0
,,-0.759,,,1,1,0,1,1,True,Business,Economy Class,198,0
0.9589,0.9589,0.9589,0.9589,0.9589,0,0,0,0,0,True,Solo Leisure,Economy Class,1759,0
0.9349,0.9349,0.9349,,0.9349,0,0,0,1,0,True,Business,Business Class,292,0
0.9524,0.9524,0.9524,,0.9524,0,0,0,1,0,True,Business,Business Class,226,1
,,0.6478,,,1,1,0,1,1,True,Solo Leisure,Economy Class,403,0
,,-0.9337,-0.9337,-0.9337,1,1,0,0,0,True,Business,Business Class,1654,0
,,0.9168,,,1,1,0,1,1,True,Business,Business Class,302,1
0.9432,,,0.9432,0.9432,0,1,1,0,0,True,Business,First Class,309,1
,,-0.8108,-0.8108,-0.8108,1,1,0,0,0,True,Couple Leisure,Economy Class,2044,0
0.9868,0.9868,0.9868,0.9868,,0,0,0,0,1,True,Couple Leisure,Business Class,730,1
,-0.8225,-0.8225,-0.8225,,1,0,0,0,1,False,Family Leisure,Economy Class,718,0
0.9776,,0.9776,,0.9776,0,1,0,1,0,True,Family Leisure,Economy Class,272,1
,-0.975,-0.975,-0.975,-0.975,1,0,0,0,0,True,Family Leisure,Economy Class,2110,0
,0.9584,0.9584,,0.9584,1,0,0,1,0,True,Family Leisure,Business Class,559,1
,,-0.9485,-0.9485,,1,1,0,0,1,True,Family Leisure,Economy Class,473,0
0.9904,0.9904,0.9904,0.9904,0.9904,0,0,0,0,0,False,Solo Leisure,Economy Class,2087,1
,,-0.7051,-0.7051,,1,1,0,0,1,True,Couple Leisure,Economy Class,950,0
0.7845,,0.7845,,0.7845,0,1,0,1,0,True,Business,Business Class,322,1
,,0.9432,,0.9432,1,1,0,1,0,True,Business,Business Class,309,1
-0.8317,,-0.8317,,,0,1,0,1,1,True,Family Leisure,Business Class,536,0
,0.9839,0.9839,,,1,0,0,1,1,True,Business,Business Class,313,1
0.9423,,,,0.9423,0,1,1,1,0,True,Business,Premium Economy,888,0
,0.5719,0.5719,0.5719,,1,0,0,0,1,True,Business,Business Class,579,1
0.9591,,0.9591,,,0,1,0,1,1,True,Business,Business Class,456,1
,0.4767,0.4767,0.4767,,1,0,0,0,1,True,Business,Business Class,655,0
-0.9793,-0.9793,-0.9793,-0.9793,,0,0,0,0,1,True,Couple Leisure,Economy Class,1251,0
0.9867,0.9867,0.9867,0.9867,,0,0,0,0,1,True,Business,Premium Economy,363,1
,,,-0.6369,,1,1,1,0,1,True,Family Leisure,Economy Class,283,0
,,0.981,,,1,1,0,1,1,False,Solo Leisure,Economy Class,453,1
,,-0.9231,-0.9231,,1,1,0,0,1,True,Couple Leisure,Economy Class,1483,0
0.9822,0.9822,0.9822,0.9822,,0,0,0,0,1,True,Solo Leisure,Economy Class,513,1
,0.9601,0.9601,,,1,0,0,1,1,True,Solo Leisure,Economy Class,451,1
0.9794,0.9794,0.9794,0.9794,,0,0,0,0,1,False,Solo Leisure,Economy Class,541,1
,,0.507,0.507,,1,1,0,0,1,False,Solo Leisure,Economy Class,373,0
,0.9709,0.9709,,,1,0,0,1,1,False,Couple Leisure,Economy Class,297,1
0.4445,,0.4445,0.4445,,0,1,0,0,1,False,Solo Leisure,Economy Class,284,0
0.9419,,0.9419,,,0,1,0,1,1,False,Family Leisure,Economy Class,405,1
0.8204,0.8204,,0.8204,,0,0,1,0,1,False,Solo Leisure,Economy Class,290,1
,,0.9201,0.9201,,1,1,0,0,1,False,Solo Leisure,Economy Class,356,1
,,0.9584,,,1,1,0,1,1,False,Couple Leisure,Economy Class,231,1
,,0.886,,,1,1,0,1,1,False,Solo Leisure,Economy Class,260,1
-0.9779,,-0.9779,-0.9779,,0,1,0,0,1,True,Family Leisure,Economy Class,1950,0
0.9621,0.9621,0.9621,,0.9621,0,0,0,1,0,True,Solo Leisure,Economy Class,315,1
0.9455,0.9455,0.9455,0.9455,,0,0,0,0,1,True,Family Leisure,Business Class,594,1
-0.6705,-0.6705,-0.6705,-0.6705,-0.6705,0,0,0,0,0,True,Solo Leisure,Economy Class,788,0
-0.9754,,,-0.9754,,0,1,1,0,1,True,Solo Leisure,Economy Class,1209,0
,-0.4404,-0.4404,-0.4404,-0.4404,1,0,0,0,0,True,Family Leisure,Business Class,834,1
0.875,,,0.875,,0,1,1,0,1,True,Family Leisure,Economy Class,430,0
-0.1027,-0.1027,-0.1027,,,0,0,0,1,1,True,Solo Leisure,Economy Class,832,1
,0.8519,0.8519,,,1,0,0,1,1,True,Family Leisure,Economy Class,755,1
,,0.765,,,1,1,0,1,1,True,Solo Leisure,Economy Class,218,1
,,-0.7037,-0.7037,,1,1,0,0,1,True,Family Leisure,Economy Class,1857,0
0.9864,0.9864,0.9864,0.9864,0.9864,0,0,0,0,0,True,Business,Economy Class,1356,1
-0.162,-0.162,-0.162,-0.162,,0,0,0,0,1,True,Business,Business Class,853,0
,,,-0.9682,,1,1,1,0,1,False,Couple Leisure,Economy Class,727,0
,,0.7931,,,1,1,0,1,1,True,Solo Leisure,Economy Class,617,0
0.9678,,,0.9678,,0,1,1,0,1,True,Couple Leisure,Economy Class,440,1
0.9491,0.9491,0.9491,,,0,0,0,1,1,True,Solo Leisure,Economy Class,447,1
-0.8658,-0.8658,-0.8658,-0.8658,-0.8658,0,0,0,0,0,True,Couple Leisure,Economy Class,2171,0
0.9756,0.9756,0.9756,0.9756,0.9756,0,0,0,0,0,True,Business,Economy Class,418,1
,0.6124,0.6124,,,1,0,0,1,1,True,Business,First Class,250,1
,,-0.2732,-0.2732,,1,1,0,0,1,True,Solo Leisure,Economy Class,1606,0
,,0.9612,,0.9612,1,1,0,1,0,True,Family Leisure,Economy Class,219,1
,,0.9846,,,1,1,0,1,1,True,Couple Leisure,Economy Class,191,1
,-0.9092,,,,1,0,1,1,1,True,Solo Leisure,Economy Class,507,0
0.743,0.743,0.743,0.743,,0,0,0,0,1,False,Family Leisure,Economy Class,2135,0
,-0.886,-0.886,-0.886,,1,0,0,0,1,False,Business,Economy Class,641,0
-0.9476,-0.9476,-0.9476,,-0.9476,0,0,0,1,0,True,Couple Leisure,Economy Class,1532,0
,-0.7126,-0.7126,-0.7126,,1,0,0,0,1,False,Family Leisure,Economy Class,898,0
0.9898,0.9898,0.9898,,,0,0,0,1,1,True,Solo Leisure,Premium Economy,926,1
,,0.4404,0.4404,0.4404,1,1,0,0,0,True,Solo Leisure,Economy Class,564,0
,,-0.9153,-0.9153,,1,1,0,0,1,True,Solo Leisure,Economy Class,919,0
,,-0.0516,,,1,1,0,1,1,True,Solo Leisure,Economy Class,264,1
-0.8126,-0.8126,-0.8126,,,0,0,0,1,1,True,Family Leisure,Economy Class,304,0
0.4788,0.4788,0.4788,0.4788,,0,0,0,0,1,True,Couple Leisure,Economy Class,677,0
,,-0.8225,-0.8225,-0.8225,1,1,0,0,0,False,Family Leisure,Business Class,881,0
0.9584,0.9584,0.9584,,0.9584,0,0,0,1,0,False,Couple Leisure,Economy Class,531,1
0.3818,,0.3818,0.3818,,0,1,0,0,1,True,Couple Leisure,Business Class,941,1
,0.9726,0.9726,,0.9726,1,0,0,1,0,True,Couple Leisure,Business Class,649,0
0.9823,0.9823,0.9823,,,0,0,0,1,1,True,Couple Leisure,Business Class,756,1
-0.7003,-0.7003,-0.7003,,,0,0,0,1,1,False,Couple Leisure,Business Class,542,0
,,0.7003,0.7003,,1,1,0,0,1,True,Solo Leisure,Economy Class,664,1
,,0.34,,,1,1,0,1,1,False,Couple Leisure,Premium Economy,774,0
,,-0.6808,-0.6808,,1,1,0,0,1,True,Solo Leisure,Business Class,1625,0
,0.128,,,,1,0,1,1,1,True,Couple Leisure,Economy Class,473,0
,0.8979,0.8979,,,1,0,0,1,1,False,Couple Leisure,Economy Class,243,1
0.1531,0.1531,0.1531,0.1531,,0,0,0,0,1,True,Family Leisure,Economy Class,923,0
,,0.4404,,,1,1,0,1,1,True,Family Leisure,Business Class,938,1
-0.0573,-0.0573,-0.0573,-0.0573,,0,0,0,0,1,True,Family Leisure,Economy Class,983,0
0.9628,0.9628,0.9628,0.9628,0.9628,0,0,0,0,0,False,Family Leisure,Economy Class,842,1
,,0.9378,,,1,1,0,1,1,True,Solo Leisure,Economy Class,195,1
,,-0.2023,-0.2023,,1,1,0,0,1,True,Family Leisure,Economy Class,701,0
0.8316,0.8316,0.8316,0.8316,,0,0,0,0,1,True,Solo Leisure,Economy Class,928,1
-0.9169,-0.9169,-0.9169,,-0.9169,0,0,0,1,0,True,Solo Leisure,Economy Class,432,0
-0.8957,,-0.8957,-0.8957,,0,1,0,0,1,True,Business,Economy Class,697,0
-0.8658,-0.8658,-0.8658,-0.8658,-0.8658,0,0,0,0,0,False,Solo Leisure,Economy Class,477,0
,,-0.8653,-0.8653,,1,1,0,0,1,True,Family Leisure,Economy Class,879,0
0.0717,0.0717,0.0717,0.0717,0.0717,0,0,0,0,0,True,Solo Leisure,Economy Class,473,0
-0.4939,-0.4939,-0.4939,,-0.4939,0,0,0,1,0,False,Couple Leisure,Economy Class,606,0
-0.5729,-0.5729,-0.5729,-0.5729,,0,0,0,0,1,True,Family Leisure,First Class,1670,0
0.7675,0.7675,0.7675,0.7675,0.7675,0,0,0,0,0,True,Solo Leisure,Economy Class,822,0
,,0.8074,0.8074,,1,1,0,0,1,True,Couple Leisure,Economy Class,1021,0
0.979,0.979,0.979,0.979,0.979,0,0,0,0,0,False,Family Leisure,Economy Class,777,1
-0.9231,-0.9231,-0.9231,,,0,0,0,1,1,False,Family Leisure,Economy Class,613,0
,,,-0.296,,1,1,1,0,1,True,Couple Leisure,Economy Class,238,0
,,0.3532,0.3532,,1,1,0,0,1,True,Business,Economy Class,300,1
-0.7003,,,,,0,1,1,1,1,True,Solo Leisure,Economy Class,2670,0
,0.9398,0.9398,0.9398,,1,0,0,0,1,True,Solo Leisure,Economy Class,350,1
,,0.6597,0.6597,,1,1,0,0,1,True,Solo Leisure,Economy Class,458,0
0.986,0.986,0.986,0.986,0.986,0,0,0,0,0,True,Family Leisure,Economy Class,445,1
,,-0.9169,,,1,1,0,1,1,True,Family Leisure,Economy Class,1036,0
0.4951,,0.4951,0.4951,,0,1,0,0,1,True,Business,Economy Class,537,0
0.9774,0.9774,0.9774,,,0,0,0,1,1,True,Solo Leisure,Business Class,813,1
0.79,0.79,0.79,0.79,0.79,0,0,0,0,0,False,Family Leisure,Economy Class,2490,0
,,-0.8481,-0.8481,,1,1,0,0,1,True,Family Leisure,Economy Class,659,0
,,-0.8672,-0.8672,,1,1,0,0,1,True,Couple Leisure,Economy Class,1163,0
,-0.8712,-0.8712,-0.8712,,1,0,0,0,1,False,Couple Leisure,Economy Class,808,0
0.9771,0.9771,0.9771,0.9771,,0,0,0,0,1,False,Couple Leisure,Business Class,1040,0
,0.9351,0.9351,0.9351,,1,0,0,0,1,True,Solo Leisure,Economy Class,1018,1
0.7743,0.7743,0.7743,0.7743,,0,0,0,0,1,True,Couple Leisure,Economy Class,1497,0
0.988,0.988,0.988,,,0,0,0,1,1,True,Solo Leisure,Business Class,982,1
-0.8402,,-0.8402,-0.8402,,0,1,0,0,1,False,Solo Leisure,Economy Class,1323,0
-0.7584,-0.7584,-0.7584,-0.7584,-0.7584,0,0,0,0,0,True,Business,Business Class,1101,0
0.9467,0.9467,0.9467,,0.9467,0,0,0,1,0,True,Solo Leisure,Economy Class,1394,1
-0.6815,,-0.6815,-0.6815,-0.6815,0,1,0,0,0,True,Solo Leisure,Economy Class,3254,0
-0.9001,,-0.9001,-0.9001,-0.9001,0,1,0,0,0,True,Couple Leisure,Economy Class,1021,0
0.3818,0.3818,,,0.3818,0,0,1,1,0,True,Family Leisure,Economy Class,725,0
0.977,0.977,0.977,,,0,0,0,1,1,True,Solo Leisure,Business Class,459,1
0.9874,0.9874,0.9874,0.9874,,0,0,0,0,1,True,Couple Leisure,Economy Class,679,1
0.9705,0.9705,0.9705,0.9705,,0,0,0,0,1,True,Couple Leisure,Economy Class,712,1
,,-0.9467,-0.9467,,1,1,0,0,1,True,Family Leisure,Economy Class,727,0
0.9836,0.9836,0.9836,0.9836,,0,0,0,0,1,True,Solo Leisure,Business Class,1216,1
,,,-0.7096,,1,1,1,0,1,True,Solo Leisure,Economy Class,319,0
,0.9094,0.9094,,0.9094,1,0,0,1,0,True,Solo Leisure,Economy Class,213,1
,0.8126,0.8126,,,1,0,0,1,1,False,Couple Leisure,Economy Class,480,0
0.9834,,0.9834,0.9834,0.9834,0,1,0,0,0,True,Family Leisure,Economy Class,1347,0
0.7717,0.7717,0.7717,0.7717,0.7717,0,0,0,0,0,True,Solo Leisure,Economy Class,414,1
0.9393,0.9393,0.9393,,,0,0,0,1,1,True,Couple Leisure,Economy Class,465,1
,0.9495,0.9495,0.9495,0.9495,1,0,0,0,0,True,Solo Leisure,Economy Class,1110,0
0.9633,0.9633,0.9633,,,0,0,0,1,1,True,Solo Leisure,Economy Class,1125,1
0.9531,,0.9531,,,0,1,0,1,1,False,Couple Leisure,Economy Class,179,1
0.8393,0.8393,0.8393,0.8393,0.8393,0,0,0,0,0,False,Unknown,Premium Economy,928,1
0.7269,0.7269,0.7269,0.7269,0.7269,0,0,0,0,0,False,Unknown,Economy Class,428,1
0.4382,0.4382,0.4382,0.4382,,0,0,0,0,1,False,Unknown,Unknown,315,0
0.539,0.539,0.539,0.539,,0,0,0,0,1,False,Unknown,Unknown,496,0
0.9578,,0.9578,,,0,1,0,1,1,False,Unknown,Unknown,395,0
0.9578,,0.9578,,,0,1,0,1,1,False,Unknown,Unknown,395,0
,,,-0.7003,,1,1,1,0,1,True,Couple Leisure,Economy Class,496,0
,,0.765,0.765,,1,1,0,0,1,True,Solo Leisure,Economy Class,867,0
,,-0.8516,-0.8516,,1,1,0,0,1,True,Solo Leisure,Economy Class,308,0
0.9771,,0.9771,0.9771,,0,1,0,0,1,False,Business,Economy Class,358,1
0.891,,0.891,0.891,,0,1,0,0,1,False,Solo Leisure,Economy Class,443,1
,,0.8805,0.8805,,1,1,0,0,1,False,Couple Leisure,Economy Class,519,1
0.7845,0.7845,0.7845,0.7845,,0,0,0,0,1,False,Unknown,Economy Class,403,1
0.9081,0.9081,,0.9081,,0,0,1,0,1,False,Unknown,Economy Class,719,1
-0.1779,,-0.1779,-0.1779,,0,1,0,0,1,False,Unknown,Economy Class,612,1
,0.9823,0.9823,0.9823,,1,0,0,0,1,False,Unknown,Premium Economy,620,1
0.9451,,0.9451,,0.9451,0,1,0,1,0,False,Unknown,Economy Class,459,0
,,0.9217,,,1,1,0,1,1,False,Unknown,Economy Class,278,1
0.8555,0.8555,0.8555,,,0,0,0,1,1,False,Unknown,Economy Class,440,1
0.3341,,0.3341,,,0,1,0,1,1,False,Unknown,Economy Class,478,0
,0.875,,,0.875,1,0,1,1,0,False,Unknown,Economy Class,650,1
0.4715,,0.4715,0.4715,,0,1,0,0,1,False,Unknown,Economy Class,383,0
0.984,0.984,0.984,,,0,0,0,1,1,False,Unknown,Economy Class,313,1
0.984,0.984,0.984,,,0,0,0,1,1,False,Unknown,Economy Class,313,1
,-0.2023,-0.2023,-0.2023,,1,0,0,0,1,False,Unknown,Economy Class,468,1
0.9578,0.9578,0.9578,0.9578,,0,0,0,0,1,False,Unknown,Economy Class,958,1
0.9493,,0.9493,,,0,1,0,1,1,False,Unknown,Economy Class,436,1
,-0.0772,,,,1,0,1,1,1,False,Unknown,Business Class,232,0
,,,-0.8555,,1,1,1,0,1,False,Unknown,Economy Class,413,0
0.8176,0.8176,,0.8176,,0,0,1,0,1,False,Unknown,Economy Class,202,1
,0.9366,0.9366,,,1,0,0,1,1,False,Unknown,Economy Class,527,1
,,,-0.759,,1,1,1,0,1,False,Unknown,Unknown,350,0
,0.9001,0.9001,,,1,0,0,1,1,False,Unknown,Unknown,564,0
-0.8126,-0.8126,,,,0,0,1,1,1,False,Unknown,Unknown,360,0
0.8316,,0.8316,0.8316,,0,1,0,0,1,False,Unknown,Unknown,461,0
,0.8157,0.8157,0.8157,,1,0,0,0,1,False,Unknown,Unknown,790,0
,,-0.6449,-0.6449,,1,1,0,0,1,False,Unknown,Unknown,579,0
0.9657,0.9657,0.9657,0.9657,,0,0,0,0,1,False,Unknown,Unknown,562,0
,,0.4404,,,1,1,0,1,1,False,Unknown,Unknown,229,0
0.3596,0.3596,0.3596,0.3596,,0,0,0,0,1,False,Unknown,Unknown,546,0
,-0.6597,-0.6597,-0.6597,,1,0,0,0,1,False,Unknown,Unknown,174,0
,,0.8979,,,1,1,0,1,1,False,Unknown,Unknown,330,0
,0.6597,,,,1,0,1,1,1,False,Unknown,Unknown,218,0
,0.6597,,,,1,0,1,1,1,False,Unknown,Unknown,218,0
,,-0.6683,-0.6683,,1,1,0,0,1,False,Unknown,Unknown,1024,0
,,-0.6683,-0.6683,,1,1,0,0,1,False,Unknown,Unknown,1024,0
-0.0232,,-0.0232,,-0.0232,0,1,0,1,0,False,Unknown,Unknown,786,0
-0.0232,,-0.0232,,-0.0232,0,1,0,1,0,False,Unknown,Unknown,786,0
0.6486,,,0.6486,,0,1,1,0,1,False,Unknown,Unknown,952,0
0.6486,,,0.6486,,0,1,1,0,1,False,Unknown,Unknown,952,0
,0.6124,,,,1,0,1,1,1,False,Unknown,Unknown,444,0
,0.6124,,,,1,0,1,1,1,False,Unknown,Unknown,444,0
,0.1263,0.1263,0.1263,,1,0,0,0,1,True,Business,Economy Class,217,1
0.7351,,0.7351,0.7351,,0,1,0,0,1,False,Business,Business Class,288,0
,,,-0.1779,,1,1,1,0,1,True,Solo Leisure,Economy Class,430,0
-0.7361,,-0.7361,-0.7361,-0.7361,0,1,0,0,0,True,Business,Economy Class,1216,0
-0.9565,-0.9565,-0.9565,-0.9565,,0,0,0,0,1,True,Solo Leisure,Economy Class,1527,0
,,-0.0899,-0.0899,,1,1,0,0,1,True,Business,Economy Class,1396,0
,,-0.4939,,,1,1,0,1,1,True,Business,Business Class,317,0
,,,0.128,0.128,1,1,1,0,0,False,Business,Economy Class,563,0
,,0.926,,,1,1,0,1,1,False,Business,Economy Class,506,1
,,0.9545,,,1,1,0,1,1,False,Solo Leisure,Economy Class,231,1
,,,0.7906,,1,1,1,0,1,False,Couple Leisure,Economy Class,405,1
0.9454,0.9454,0.9454,0.9454,,0,0,0,0,1,True,Solo Leisure,Economy Class,1347,1
,,,,,1,1,1,1,1,False,Couple Leisure,Economy Class,210,1
-0.8519,-0.8519,-0.8519,-0.8519,,0,0,0,0,1,True,Couple Leisure,Business Class,374,0
,,0.9599,0.9599,,1,1,0,0,1,True,Solo Leisure,Economy Class,522,1
0.7165,0.7165,0.7165,,0.7165,0,0,0,1,0,True,Business,Business Class,465,0
,,,-0.6597,-0.6597,1,1,1,0,0,True,Business,Economy Class,1003,0
,,-0.8658,-0.8658,,1,1,0,0,1,True,Family Leisure,Economy Class,428,0
,0.945,0.945,0.945,,1,0,0,0,1,False,Business,Economy Class,753,1
-0.2612,,-0.2612,-0.2612,-0.2612,0,1,0,0,0,True,Solo Leisure,Economy Class,1175,0
,,0.8402,0.8402,,1,1,0,0,1,True,Solo Leisure,Economy Class,1144,0
,,0.9735,,,1,1,0,1,1,True,Couple Leisure,Economy Class,198,1
,,,-0.4588,,1,1,1,0,1,True,Business,Economy Class,752,0
-0.7742,-0.7742,-0.7742,-0.7742,,0,0,0,0,1,True,Business,Economy Class,2515,0
,0.9883,,0.9883,0.9883,1,0,1,0,0,True,Family Leisure,Economy Class,617,1
,-0.8519,-0.8519,-0.8519,,1,0,0,0,1,True,Family Leisure,Economy Class,727,0
,-0.9559,-0.9559,,,1,0,0,1,1,True,Family Leisure,Economy Class,364,0
,,0.9432,,,1,1,0,1,1,True,Solo Leisure,Economy Class,537,1
,0.8074,,,,1,0,1,1,1,True,Solo Leisure,Economy Class,329,1
,,,-0.7964,,1,1,1,0,1,True,Couple Leisure,Business Class,2155,0
0.0,,,0.0,0.0,0,1,1,0,0,True,Family Leisure,Economy Class,499,0
,,-0.9826,-0.9826,,1,1,0,0,1,True,Solo Leisure,Economy Class,1733,0
,,0.2023,0.2023,,1,1,0,0,1,True,Business,Business Class,574,0
0.3616,,0.3616,0.3616,,0,1,0,0,1,True,Couple Leisure,Economy Class,1391,0
0.9705,0.9705,0.9705,0.9705,,0,0,0,0,1,True,Solo Leisure,Business Class,388,1
-0.9317,,-0.9317,,,0,1,0,1,1,False,Family Leisure,Economy Class,1022,0
,,,-0.5859,,1,1,1,0,1,True,Business,Economy Class,319,0
,-0.3927,-0.3927,,,1,0,0,1,1,True,Solo Leisure,Business Class,744,1
,,-0.8658,-0.8658,,1,1,0,0,1,True,Family Leisure,Economy Class,354,0
,,-0.1531,-0.1531,,1,1,0,0,1,False,Solo Leisure,Economy Class,445,0
,-0.5553,-0.5553,-0.5553,,1,0,0,0,1,False,Couple Leisure,Economy Class,886,0
0.9621,,0.9621,0.9621,,0,1,0,0,1,False,Solo Leisure,Economy Class,769,0
