aspect_seat,aspect_food,aspect_staff,aspect_ground_service,aspect_entertainment,aspect_seat_missing,aspect_food_missing,aspect_staff_missing,aspect_ground_service_missing,aspect_entertainment_missing,Verified,Type Of Traveller,Seat Type,review_length,Recommended
,-0.1027,,-0.1027,,1,0,1,0,1,True,Solo Leisure,Economy Class,593,1
,,,-0.6486,-0.6486,1,1,1,0,0,True,Couple Leisure,Economy Class,366,0
0.9447,0.9447,0.9447,0.9447,,0,0,0,0,1,True,Couple Leisure,Economy Class,268,1
,0.9792,0.9792,,0.9792,1,0,0,1,0,False,Couple Leisure,Economy Class,492,1
,0.8885,0.8885,,,1,0,0,1,1,True,Couple Leisure,Economy Class,323,1
,,0.978,0.978,,1,1,0,0,1,False,Solo Leisure,Economy Class,1010,1
,0.8271,,,,1,0,1,1,1,False,Family Leisure,Economy Class,207,1
0.8979,,0.8979,0.8979,,0,1,0,0,1,True,Business,Business Class,890,0
0.9661,0.9661,,0.9661,,0,0,1,0,1,True,Couple Leisure,Economy Class,519,1
,0.98,0.98,,,1,0,0,1,1,False,Couple Leisure,Economy Class,399,1
,0.9313,0.9313,0.9313,,1,0,0,0,1,True,Solo Leisure,Economy Class,394,1
0.9476,0.9476,0.9476,0.9476,,0,0,0,0,1,True,Couple Leisure,Economy Class,202,1
,0.9081,,,,1,0,1,1,1,True,Solo Leisure,Economy Class,226,1
,0.9552,0.9552,,,1,0,0,1,1,True,Solo Leisure,Economy Class,171,1
0.8442,0.8442,,0.8442,,0,0,1,0,1,True,Solo Leisure,Economy Class,183,1
0.8519,0.8519,,0.8519,,0,0,1,0,1,True,Solo Leisure,Economy Class,304,1
,0.9892,0.9892,0.9892,,1,0,0,0,1,True,Solo Leisure,Economy Class,1248,1
,0.9231,0.9231,0.9231,,1,0,0,0,1,True,Solo Leisure,Economy Class,226,1
,,,-0.743,,1,1,1,0,1,True,Solo Leisure,Economy Class,244,0
,-0.5106,-0.5106,-0.5106,,1,0,0,0,1,True,Solo Leisure,Economy Class,457,1
,0.9823,0.9823,0.9823,,1,0,0,0,1,True,Solo Leisure,Economy Class,970,1
,0.9403,0.9403,0.9403,,1,0,0,0,1,True,Business,Economy Class,730,1
0.9327,0.9327,0.9327,,0.9327,0,0,0,1,0,True,Solo Leisure,Economy Class,510,1
,,-0.2075,-0.2075,,1,1,0,0,1,True,Business,Economy Class,784,1
,,0.946,,,1,1,0,1,1,True,Family Leisure,Economy Class,287,1
,0.9729,0.9729,,,1,0,0,1,1,False,Solo Leisure,Economy Class,288,1
0.9925,0.9925,0.9925,0.9925,0.9925,0,0,0,0,0,True,Family Leisure,Business Class,3558,1
0.9723,0.9723,0.9723,,,0,0,0,1,1,True,Family Leisure,Economy Class,384,1
,,0.9509,0.9509,,1,1,0,0,1,False,Family Leisure,Economy Class,577,1
0.9313,0.9313,0.9313,,,0,0,0,1,1,True,Couple Leisure,Economy Class,290,1
0.9522,0.9522,,0.9522,,0,0,1,0,1,True,Couple Leisure,Economy Class,601,1
,0.9747,0.9747,0.9747,,1,0,0,0,1,True,Couple Leisure,Economy Class,932,1
-0.5709,-0.5709,,-0.5709,,0,0,1,0,1,True,Couple Leisure,Economy Class,921,0
0.9153,,0.9153,0.9153,,0,1,0,0,1,True,Couple Leisure,Economy Class,654,1
,0.9632,0.9632,0.9632,,1,0,0,0,1,True,Couple Leisure,Economy Class,665,1
,,-0.7089,-0.7089,,1,1,0,0,1,True,Couple Leisure,Economy Class,470,0
,,-0.5719,,,1,1,0,1,1,True,Couple Leisure,Economy Class,209,0
,-0.9704,-0.9704,-0.9704,,1,0,0,0,1,True,Solo Leisure,Economy Class,1432,0
,,0.8979,0.8979,,1,1,0,0,1,False,Couple Leisure,Economy Class,174,1
-0.2732,-0.2732,-0.2732,-0.2732,-0.2732,0,0,0,0,0,True,Couple Leisure,Economy Class,958,0
,0.9776,0.9776,0.9776,,1,0,0,0,1,True,Solo Leisure,Economy Class,266,1
,,,,,1,1,1,1,1,True,Business,Economy Class,561,0
,0.9442,0.9442,,,1,0,0,1,1,True,Couple Leisure,Economy Class,812,1
,0.9371,,,,1,0,1,1,1,True,Solo Leisure,Business Class,227,1
0.9156,0.9156,0.9156,0.9156,,0,0,0,0,1,True,Solo Leisure,Business Class,445,1
,,-0.1779,,,1,1,0,1,1,True,Couple Leisure,Economy Class,235,0
,0.926,0.926,,,1,0,0,1,1,True,Family Leisure,Business Class,421,1
,0.9794,0.9794,0.9794,0.9794,1,0,0,0,0,True,Solo Leisure,Economy Class,1058,1
,,,,,1,1,1,1,1,True,Business,Economy Class,334,1
,-0.6369,-0.6369,-0.6369,,1,0,0,0,1,True,Solo Leisure,Economy Class,1257,0
0.27,0.27,0.27,0.27,,0,0,0,0,1,True,Solo Leisure,Economy Class,1026,1
0.3597,,,0.3597,0.3597,0,1,1,0,0,True,Business,Economy Class,681,0
,,0.8779,,,1,1,0,1,1,True,Family Leisure,Economy Class,454,0
,,-0.765,-0.765,,1,1,0,0,1,True,Solo Leisure,Economy Class,374,0
0.9382,0.9382,0.9382,0.9382,0.9382,0,0,0,0,0,True,Solo Leisure,Economy Class,656,1
-0.6705,,-0.6705,-0.6705,,0,1,0,0,1,True,Family Leisure,Economy Class,1221,0
,0.9702,0.9702,,,1,0,0,1,1,True,Family Leisure,Economy Class,316,1
0.8316,0.8316,0.8316,0.8316,,0,0,0,0,1,True,Solo Leisure,Economy Class,581,1
,,0.6684,0.6684,,1,1,0,0,1,True,Couple Leisure,Economy Class,707,0
,,-0.6486,-0.6486,,1,1,0,0,1,True,Couple Leisure,Premium Economy,286,0
0.9552,0.9552,,0.9552,,0,0,1,0,1,True,Couple Leisure,Business Class,712,1
,0.9517,0.9517,0.9517,,1,0,0,0,1,True,Solo Leisure,Economy Class,926,1
-0.4939,-0.4939,,,-0.4939,0,0,1,1,0,True,Solo Leisure,Economy Class,539,0
,0.6597,0.6597,0.6597,,1,0,0,0,1,True,Solo Leisure,Economy Class,320,0
,0.079,,0.079,0.079,1,0,1,0,0,True,Business,Economy Class,288,1
0.9759,0.9759,0.9759,0.9759,0.9759,0,0,0,0,0,True,Business,Economy Class,1254,1
0.9231,0.9231,0.9231,0.9231,0.9231,0,0,0,0,0,True,Couple Leisure,Economy Class,405,1
,,0.6772,,,1,1,0,1,1,True,Couple Leisure,Economy Class,255,1
,,0.6597,,,1,1,0,1,1,False,Couple Leisure,Economy Class,444,1
,0.9231,,,,1,0,1,1,1,False,Couple Leisure,Economy Class,319,1
0.2023,,0.2023,0.2023,,0,1,0,0,1,False,Couple Leisure,Economy Class,699,1
,0.9861,0.9861,0.9861,0.9861,1,0,0,0,0,False,Solo Leisure,Economy Class,286,1
0.8687,0.8687,0.8687,0.8687,,0,0,0,0,1,False,Solo Leisure,Economy Class,1098,1
,,0.7024,0.7024,,1,1,0,0,1,True,Solo Leisure,Economy Class,332,1
,0.9565,0.9565,,,1,0,0,1,1,False,Couple Leisure,Economy Class,323,1
,,-0.7506,-0.7506,,1,1,0,0,1,False,Business,Economy Class,513,0
,,0.8934,0.8934,,1,1,0,0,1,False,Couple Leisure,Economy Class,766,0
0.9778,,0.9778,0.9778,,0,1,0,0,1,False,Couple Leisure,Economy Class,568,1
,0.9442,,,,1,0,1,1,1,False,Couple Leisure,Economy Class,371,1
0.9584,0.9584,0.9584,0.9584,,0,0,0,0,1,False,Couple Leisure,First Class,630,1
,0.9559,0.9559,,,1,0,0,1,1,False,Couple Leisure,Economy Class,459,1
0.8779,,0.8779,0.8779,,0,1,0,0,1,False,Family Leisure,Economy Class,472,1
,,-0.5719,,,1,1,0,1,1,True,Solo Leisure,Economy Class,587,0
0.9648,,0.9648,,,0,1,0,1,1,True,Family Leisure,Economy Class,395,1
,,,-0.8807,,1,1,1,0,1,True,Business,Economy Class,337,0
,,-0.5719,,,1,1,0,1,1,True,Couple Leisure,Economy Class,653,0
,,-0.8126,-0.8126,-0.8126,1,1,0,0,0,False,Couple Leisure,Economy Class,193,0
,,,-0.1531,,1,1,1,0,1,True,Couple Leisure,Economy Class,539,0
,,0.3612,0.3612,,1,1,0,0,1,True,Business,Economy Class,509,0
-0.6461,-0.6461,,-0.6461,-0.6461,0,0,1,0,0,True,Family Leisure,Economy Class,1728,0
-0.9348,,,-0.9348,,0,1,1,0,1,False,Couple Leisure,Economy Class,892,0
,,0.8934,0.8934,,1,1,0,0,1,False,Solo Leisure,Economy Class,337,1
-0.6249,-0.6249,-0.6249,-0.6249,-0.6249,0,0,0,0,0,True,Family Leisure,Economy Class,1222,1
,,,-0.8442,,1,1,1,0,1,True,Solo Leisure,Economy Class,247,0
-0.7906,,,-0.7906,,0,1,1,0,1,False,Family Leisure,Economy Class,304,0
,,,-0.8591,,1,1,1,0,1,False,Solo Leisure,Economy Class,387,0
,-0.6249,,,,1,0,1,1,1,False,Family Leisure,Economy Class,159,0
,,-0.2263,-0.2263,,1,1,0,0,1,True,Couple Leisure,Economy Class,274,0
-0.1872,,,-0.1872,-0.1872,0,1,1,0,0,True,Solo Leisure,Economy Class,920,0
,,-0.6486,,,1,1,0,1,1,False,Family Leisure,Economy Class,927,0
,,-0.839,,,1,1,0,1,1,True,Couple Leisure,Economy Class,369,0
-0.3859,-0.3859,-0.3859,-0.3859,,0,0,0,0,1,False,Couple Leisure,Economy Class,404,0
,-0.6334,-0.6334,-0.6334,-0.6334,1,0,0,0,0,True,Couple Leisure,Economy Class,855,0
0.986,0.986,0.986,0.986,0.986,0,0,0,0,0,True,Solo Leisure,Economy Class,1377,1
,-0.9623,-0.9623,-0.9623,,1,0,0,0,1,True,Family Leisure,Economy Class,809,0
,,0.0813,0.0813,0.0813,1,1,0,0,0,True,Solo Leisure,Economy Class,1754,0
,,-0.5994,,,1,1,0,1,1,True,Solo Leisure,Economy Class,634,0
,,-0.8885,-0.8885,,1,1,0,0,1,True,Solo Leisure,Economy Class,893,0
0.9705,0.9705,0.9705,,,0,0,0,1,1,True,Family Leisure,Economy Class,303,1
,,,0.7579,,1,1,1,0,1,False,Solo Leisure,Economy Class,892,0
,-0.9606,-0.9606,,,1,0,0,1,1,True,Business,Business Class,619,0
,0.601,0.601,0.601,,1,0,0,0,1,True,Solo Leisure,Economy Class,1993,0
,,,,,1,1,1,1,1,True,Solo Leisure,Economy Class,345,0
,,0.1779,0.1779,,1,1,0,0,1,True,Business,Business Class,447,0
-0.7188,-0.7188,,-0.7188,-0.7188,0,0,1,0,0,True,Solo Leisure,Economy Class,577,0
,-0.8176,-0.8176,,-0.8176,1,0,0,1,0,True,Solo Leisure,Economy Class,461,0
,-0.836,-0.836,,,1,0,0,1,1,False,Couple Leisure,Economy Class,304,1
,,0.4588,0.4588,,1,1,0,0,1,False,Business,Business Class,670,0
,0.5106,0.5106,0.5106,,1,0,0,0,1,True,Couple Leisure,Economy Class,676,0
,,-0.8832,-0.8832,,1,1,0,0,1,True,Family Leisure,Economy Class,540,0
0.7061,,,0.7061,0.7061,0,1,1,0,0,True,Solo Leisure,Economy Class,914,0
0.6369,0.6369,0.6369,0.6369,0.6369,0,0,0,0,0,False,Solo Leisure,Economy Class,249,1
,0.5859,,,,1,0,1,1,1,False,Solo Leisure,Economy Class,261,0
0.9923,0.9923,0.9923,0.9923,0.9923,0,0,0,0,0,True,Family Leisure,Economy Class,1544,1
,,0.936,0.936,0.936,1,1,0,0,0,True,Family Leisure,Economy Class,896,0
,,-0.7351,,,1,1,0,1,1,False,Business,Business Class,377,0
,,,-0.8834,,1,1,1,0,1,True,Family Leisure,Economy Class,312,0
,,-0.4767,-0.4767,,1,1,0,0,1,False,Couple Leisure,Economy Class,519,0
,,0.9022,0.9022,,1,1,0,0,1,True,Solo Leisure,Economy Class,1653,0
,0.9118,0.9118,0.9118,,1,0,0,0,1,True,Solo Leisure,Economy Class,183,1
0.9761,0.9761,0.9761,0.9761,0.9761,0,0,0,0,0,True,Solo Leisure,Business Class,439,1
,,,0.6369,,1,1,1,0,1,True,Couple Leisure,Economy Class,455,1
0.3582,,0.3582,0.3582,,0,1,0,0,1,True,Solo Leisure,Economy Class,1538,0
,0.981,0.981,0.981,0.981,1,0,0,0,0,True,Family Leisure,Economy Class,567,1
,0.9403,0.9403,0.9403,0.9403,1,0,0,0,0,True,Solo Leisure,Economy Class,746,1
0.2644,,0.2644,0.2644,0.2644,0,1,0,0,0,True,Business,Economy Class,585,0
,0.9595,0.9595,0.9595,0.9595,1,0,0,0,0,True,Solo Leisure,Economy Class,316,1
,,0.9398,0.9398,,1,1,0,0,1,True,Business,Economy Class,1273,0
,0.9776,0.9776,0.9776,0.9776,1,0,0,0,0,True,Solo Leisure,Economy Class,597,1
,0.936,0.936,0.936,,1,0,0,0,1,True,Solo Leisure,Economy Class,190,1
,,0.9524,0.9524,,1,1,0,0,1,True,Solo Leisure,Economy Class,202,1
,0.8731,,0.8731,0.8731,1,0,1,0,0,True,Solo Leisure,Economy Class,586,0
,,-0.9421,-0.9421,,1,1,0,0,1,True,Solo Leisure,Economy Class,1577,0
0.9713,,0.9713,0.9713,,0,1,0,0,1,True,Solo Leisure,Economy Class,1032,1
,,,-0.7351,,1,1,1,0,1,False,Couple Leisure,Economy Class,583,0
,,-0.6239,-0.6239,,1,1,0,0,1,True,Couple Leisure,Economy Class,360,0
0.9835,0.9835,0.9835,0.9835,0.9835,0,0,0,0,0,True,Family Leisure,Economy Class,1168,1
,,0.8934,0.8934,,1,1,0,0,1,True,Solo Leisure,Business Class,254,1
,,-0.9849,-0.9849,,1,1,0,0,1,True,Solo Leisure,Economy Class,1650,0
0.9201,0.9201,0.9201,,0.9201,0,0,0,1,0,True,Solo Leisure,Economy Class,298,1
,0.8885,0.8885,,0.8885,1,0,0,1,0,True,Family Leisure,Business Class,344,1
0.7579,0.7579,0.7579,0.7579,0.7579,0,0,0,0,0,True,Family Leisure,Economy Class,1225,0
0.959,0.959,,,0.959,0,0,1,1,0,True,Solo Leisure,Economy Class,201,1
0.9641,,0.9641,0.9641,0.9641,0,1,0,0,0,True,Business,Economy Class,524,1
,-0.7402,-0.7402,-0.7402,,1,0,0,0,1,True,Business,Business Class,2053,0
-0.4767,-0.4767,-0.4767,-0.4767,,0,0,0,0,1,False,Couple Leisure,Business Class,398,0
,,,-0.9186,,1,1,1,0,1,False,Family Leisure,Economy Class,436,0
,-0.1027,-0.1027,-0.1027,-0.1027,1,0,0,0,0,True,Couple Leisure,Economy Class,367,0
0.9821,0.9821,0.9821,0.9821,0.9821,0,0,0,0,0,True,Solo Leisure,Business Class,1510,1
0.7506,,,0.7506,,0,1,1,0,1,True,Solo Leisure,Economy Class,338,1
0.1531,0.1531,,0.1531,0.1531,0,0,1,0,0,True,Business,Economy Class,357,0
,-0.5773,,-0.5773,,1,0,1,0,1,True,Family Leisure,Economy Class,427,0
-0.6908,-0.6908,,,,0,0,1,1,1,True,Business,Economy Class,545,0
,0.8481,,0.8481,,1,0,1,0,1,True,Solo Leisure,Economy Class,386,1
,,0.9081,0.9081,,1,1,0,0,1,True,Solo Leisure,Economy Class,485,1
,,0.9657,0.9657,,1,1,0,0,1,True,Solo Leisure,Economy Class,369,1
0.946,0.946,0.946,0.946,0.946,0,0,0,0,0,True,Couple Leisure,Economy Class,276,1
0.2263,0.2263,0.2263,0.2263,0.2263,0,0,0,0,0,True,Solo Leisure,Economy Class,557,1
0.4731,0.4731,0.4731,0.4731,0.4731,0,0,0,0,0,True,Couple Leisure,Economy Class,1747,0
,,-0.9501,,,1,1,0,1,1,True,Couple Leisure,Economy Class,1243,0
-0.5256,,-0.5256,-0.5256,-0.5256,0,1,0,0,0,True,Business,Economy Class,261,1
0.9661,,0.9661,,,0,1,0,1,1,True,Solo Leisure,Economy Class,439,1
0.985,0.985,0.985,0.985,,0,0,0,0,1,True,Family Leisure,Economy Class,1238,1
-0.4215,,-0.4215,-0.4215,,0,1,0,0,1,True,Business,Business Class,324,1
0.9422,0.9422,,,0.9422,0,0,1,1,0,False,Family Leisure,Economy Class,379,1
,0.7096,0.7096,,,1,0,0,1,1,False,Business,Business Class,581,1
0.9889,0.9889,0.9889,0.9889,0.9889,0,0,0,0,0,False,Family Leisure,Economy Class,1446,1
0.3167,0.3167,0.3167,,0.3167,0,0,0,1,0,False,Solo Leisure,Economy Class,448,1
,0.8173,0.8173,,,1,0,0,1,1,False,Solo Leisure,Economy Class,275,1
,-0.9657,-0.9657,-0.9657,-0.9657,1,0,0,0,0,False,Solo Leisure,Economy Class,896,0
0.9552,0.9552,0.9552,0.9552,0.9552,0,0,0,0,0,False,Solo Leisure,Economy Class,1771,1
,-0.34,-0.34,,,1,0,0,1,1,False,Business,Business Class,318,0
,0.9402,0.9402,0.9402,0.9402,1,0,0,0,0,False,Family Leisure,Economy Class,886,1
,,,,,1,1,1,1,1,False,Solo Leisure,Economy Class,378,1
,,,0.2315,,1,1,1,0,1,False,Solo Leisure,Economy Class,1938,0
0.8977,,,,,0,1,1,1,1,False,Unknown,Economy Class,402,1
,,,-0.5719,-0.5719,1,1,1,0,0,True,Business,Economy Class,632,0
,,,-0.2023,,1,1,1,0,1,True,Solo Leisure,Economy Class,586,0
,,-0.4767,-0.4767,-0.4767,1,1,0,0,0,False,Couple Leisure,Economy Class,355,0
0.9678,0.9678,0.9678,0.9678,,0,0,0,0,1,True,Solo Leisure,Economy Class,580,1
0.9859,0.9859,0.9859,0.9859,,0,0,0,0,1,True,Solo Leisure,Economy Class,665,1
0.9187,0.9187,0.9187,0.9187,,0,0,0,0,1,True,Family Leisure,Economy Class,254,1
,0.4655,0.4655,0.4655,,1,0,0,0,1,True,Business,Economy Class,1289,1
,,-0.875,,,1,1,0,1,1,True,Family Leisure,Economy Class,263,0
,,-0.764,,,1,1,0,1,1,True,Solo Leisure,Economy Class,265,0
0.9423,0.9423,0.9423,0.9423,0.9423,0,0,0,0,0,True,Solo Leisure,Economy Class,392,1
0.9871,0.9871,0.9871,0.9871,,0,0,0,0,1,True,Solo Leisure,Economy Class,677,1
0.9467,,0.9467,,,0,1,0,1,1,True,Business,Economy Class,374,1
0.923,0.923,0.923,,,0,0,0,1,1,True,Solo Leisure,Economy Class,266,1
,,0.9576,0.9576,,1,1,0,0,1,True,Solo Leisure,Economy Class,591,1
-0.9425,,-0.9425,,-0.9425,0,1,0,1,0,True,Solo Leisure,Economy Class,329,0
-0.0651,,-0.0651,-0.0651,,0,1,0,0,1,True,Solo Leisure,Economy Class,961,0
-0.9022,-0.9022,-0.9022,,,0,0,0,1,1,True,Solo Leisure,Economy Class,427,0
,0.9718,0.9718,,,1,0,0,1,1,False,Solo Leisure,Economy Class,742,1
,,,0.5859,,1,1,1,0,1,False,Couple Leisure,Economy Class,585,0
0.9738,0.9738,0.9738,,0.9738,0,0,0,1,0,False,Solo Leisure,Economy Class,624,1
0.9844,0.9844,0.9844,0.9844,,0,0,0,0,1,False,Solo Leisure,Economy Class,1273,1
,0.9434,0.9434,,,1,0,0,1,1,False,Couple Leisure,Economy Class,293,1
-0.7351,-0.7351,-0.7351,-0.7351,-0.7351,0,0,0,0,0,False,Business,Economy Class,1438,0
0.5868,0.5868,0.5868,0.5868,,0,0,0,0,1,False,Business,Business Class,658,0
,,-0.9393,-0.9393,,1,1,0,0,1,False,Family Leisure,Economy Class,303,0
-0.8779,-0.8779,-0.8779,-0.8779,,0,0,0,0,1,False,Business,Economy Class,831,0
,0.9201,0.9201,,,1,0,0,1,1,False,Solo Leisure,Economy Class,291,1
0.9565,,0.9565,0.9565,,0,1,0,0,1,False,Family Leisure,Economy Class,331,1
-0.2263,,-0.2263,-0.2263,,0,1,0,0,1,False,Business,Economy Class,270,0
,,0.34,0.34,,1,1,0,0,1,False,Business,Economy Class,1007,0
0.9493,0.9493,,,,0,0,1,1,1,False,Unknown,Economy Class,429,1
,,0.9645,,,1,1,0,1,1,False,Unknown,Economy Class,299,1
,0.9735,0.9735,,,1,0,0,1,1,False,Unknown,Economy Class,795,1
0.9633,0.9633,0.9633,,,0,0,0,1,1,False,Unknown,Economy Class,395,1
-0.7889,-0.7889,-0.7889,-0.7889,,0,0,0,0,1,False,Unknown,Economy Class,765,1
,0.8591,0.8591,0.8591,,1,0,0,0,1,False,Unknown,Economy Class,314,1
,0.6597,0.6597,,,1,0,0,1,1,False,Unknown,Economy Class,385,0
0.9702,0.9702,0.9702,0.9702,,0,0,0,0,1,False,Unknown,Business Class,1168,1
,-0.9443,-0.9443,-0.9443,,1,0,0,0,1,False,Unknown,Economy Class,530,0
0.7351,,0.7351,,,0,1,0,1,1,False,Unknown,Economy Class,252,1
0.8979,0.8979,0.8979,0.8979,,0,0,0,0,1,False,Unknown,Economy Class,198,1
,0.936,0.936,,,1,0,0,1,1,False,Unknown,Unknown,244,0
,0.7483,0.7483,,,1,0,0,1,1,False,Unknown,Unknown,281,0
,0.5297,0.5297,,,1,0,0,1,1,False,Unknown,Unknown,212,0
,-0.6872,-0.6872,,,1,0,0,1,1,False,Unknown,Unknown,230,0
,,0.8442,0.8442,,1,1,0,0,1,False,Unknown,Economy Class,764,0
-0.8271,,-0.8271,,,0,1,0,1,1,False,Unknown,Economy Class,362,1
,,0.9601,0.9601,0.9601,1,1,0,0,0,False,Unknown,Economy Class,583,1
,,-0.1027,,,1,1,0,1,1,False,Unknown,Economy Class,252,1
,,0.8402,0.8402,,1,1,0,0,1,False,Unknown,Economy Class,321,1
,,0.9022,,,1,1,0,1,1,False,Unknown,Economy Class,186,1
0.9274,,0.9274,,,0,1,0,1,1,False,Unknown,Economy Class,386,1
,0.9686,0.9686,,,1,0,0,1,1,False,Unknown,Economy Class,366,1
,0.936,0.936,,,1,0,0,1,1,False,Unknown,Unknown,518,0
,,-0.714,,,1,1,0,1,1,False,Unknown,Unknown,421,0
0.7867,,0.7867,,,0,1,0,1,1,False,Unknown,Unknown,794,0
,,,0.2023,,1,1,1,0,1,True,Couple Leisure,Economy Class,813,0
0.991,0.991,0.991,,,0,0,0,1,1,True,Business,Economy Class,1066,1
,,,0.0258,,1,1,1,0,1,False,Solo Leisure,Premium Economy,751,0
0.9738,0.9738,0.9738,0.9738,,0,0,0,0,1,False,Unknown,Business Class,668,1
0.9644,,0.9644,,,0,1,0,1,1,False,Unknown,Economy Class,459,1
,,0.5994,0.5994,,1,1,0,0,1,False,Unknown,Economy Class,264,1
,,,-0.7269,,1,1,1,0,1,True,Couple Leisure,Economy Class,364,0
,,,-0.7964,-0.7964,1,1,1,0,0,True,Couple Leisure,Economy Class,204,0
,,-0.2247,-0.2247,,1,1,0,0,1,True,Family Leisure,Economy Class,459,0
,0.9524,,0.9524,0.9524,1,0,1,0,0,True,Couple Leisure,Economy Class,271,1
0.985,0.985,0.985,0.985,,0,0,0,0,1,False,Couple Leisure,Economy Class,501,1
,,0.9833,0.9833,0.9833,1,1,0,0,0,False,Solo Leisure,Economy Class,561,1
,,,0.7906,,1,1,1,0,1,False,Unknown,Economy Class,165,1
,0.9231,0.9231,,,1,0,0,1,1,False,Unknown,Economy Class,300,1
0.6908,,0.6908,0.6908,0.6908,0,1,0,0,0,False,Unknown,Economy Class,601,1
0.9186,,0.9186,,,0,1,0,1,1,False,Unknown,Economy Class,291,1
,0.8225,0.8225,,,1,0,0,1,1,False,Unknown,Economy Class,279,1
0.9371,,0.9371,0.9371,,0,1,0,0,1,False,Unknown,Economy Class,734,1
,,0.128,0.128,0.128,1,1,0,0,0,False,Unknown,Unknown,494,0
,,0.0,,,1,1,0,1,1,False,Unknown,Unknown,205,0
,,,0.4215,,1,1,1,0,1,True,Business,Economy Class,528,0
-0.8126,,-0.8126,,,0,1,0,1,1,True,Family Leisure,Economy Class,489,0
,,,-0.9289,,1,1,1,0,1,True,Family Leisure,Economy Class,332,0
,,,-0.4404,,1,1,1,0,1,True,Business,Economy Class,196,0
0.9022,,0.9022,0.9022,,0,1,0,0,1,True,Solo Leisure,Economy Class,702,0
0.7351,,,0.7351,,0,1,1,0,1,True,Family Leisure,Economy Class,1074,0
,,-0.8225,,,1,1,0,1,1,False,Couple Leisure,Economy Class,454,0
,,,-0.6697,,1,1,1,0,1,True,Family Leisure,Economy Class,470,0
,,,,,1,1,1,1,1,False,Family Leisure,Economy Class,383,0
-0.5574,,-0.5574,-0.5574,,0,1,0,0,1,False,Couple Leisure,Economy Class,402,0
,,-0.4242,-0.4242,,1,1,0,0,1,False,Solo Leisure,Economy Class,786,0
,,,,,1,1,1,1,1,True,Couple Leisure,Economy Class,540,0
,,-0.25,-0.25,,1,1,0,0,1,False,Solo Leisure,Economy Class,769,0
,,0.9709,0.9709,,1,1,0,0,1,False,Solo Leisure,Economy Class,598,1
,,0.9709,0.9709,,1,1,0,0,1,False,Couple Leisure,Economy Class,1077,0
,,,-0.4215,,1,1,1,0,1,False,Family Leisure,Economy Class,284,0
,,-0.9371,-0.9371,,1,1,0,0,1,True,Solo Leisure,Economy Class,552,0
,,,-0.3261,,1,1,1,0,1,True,Solo Leisure,Economy Class,239,0
-0.9584,,,-0.9584,-0.9584,0,1,1,0,0,True,Family Leisure,Economy Class,1294,0
,,,0.4912,,1,1,1,0,1,True,Solo Leisure,Economy Class,280,0
0.0074,,0.0074,0.0074,,0,1,0,0,1,False,Solo Leisure,Economy Class,1077,0
,,,-0.9169,,1,1,1,0,1,True,Solo Leisure,Economy Class,893,0
,-0.5106,-0.5106,-0.5106,,1,0,0,0,1,True,Solo Leisure,Economy Class,630,0
,,,-0.9042,,1,1,1,0,1,True,Couple Leisure,Economy Class,472,0
-0.9774,,-0.9774,-0.9774,-0.9774,0,1,0,0,0,False,Solo Leisure,Economy Class,602,0
,,,-0.8074,,1,1,1,0,1,True,Couple Leisure,Economy Class,776,0
,-0.9729,,,,1,0,1,1,1,True,Family Leisure,Economy Class,1368,0
0.9766,0.9766,0.9766,0.9766,,0,0,0,0,1,True,Family Leisure,Economy Class,676,1
,,,-0.4588,,1,1,1,0,1,True,Solo Leisure,Economy Class,384,0
,,,-0.9426,,1,1,1,0,1,False,Solo Leisure,Economy Class,784,0
0.1027,,,0.1027,,0,1,1,0,1,True,Family Leisure,Economy Class,875,0
,,-0.8779,-0.8779,,1,1,0,0,1,True,Solo Leisure,Economy Class,320,0
0.8777,0.8777,,0.8777,,0,0,1,0,1,True,Couple Leisure,First Class,324,1
,,-0.886,-0.886,,1,1,0,0,1,True,Family Leisure,Economy Class,2099,0
,,0.9741,0.9741,,1,1,0,0,1,True,Couple Leisure,Economy Class,272,1
,,,-0.7906,,1,1,1,0,1,False,Family Leisure,Economy Class,264,0
,,,-0.8519,,1,1,1,0,1,False,Solo Leisure,Economy Class,288,0
,,,0.5188,,1,1,1,0,1,False,Couple Leisure,Economy Class,983,0
,,,0.128,,1,1,1,0,1,True,Couple Leisure,Economy Class,200,0
,,,-0.8779,,1,1,1,0,1,True,Solo Leisure,Economy Class,231,0
,,,0.2023,,1,1,1,0,1,False,Couple Leisure,Economy Class,489,0
,,,0.0,,1,1,1,0,1,False,Couple Leisure,Economy Class,209,0
,,0.6249,0.6249,,1,1,0,0,1,True,Solo Leisure,Economy Class,342,0
-0.0829,,,-0.0829,-0.0829,0,1,1,0,0,False,Family Leisure,Premium Economy,933,0
,,-0.6808,,,1,1,0,1,1,True,Solo Leisure,Economy Class,162,0
,,,,,1,1,1,1,1,True,Couple Leisure,Economy Class,209,0
,,-0.9361,-0.9361,,1,1,0,0,1,True,Solo Leisure,Economy Class,375,0
,,,0.9616,,1,1,1,0,1,True,Solo Leisure,Economy Class,707,0
-0.3612,,-0.3612,-0.3612,,0,1,0,0,1,False,Couple Leisure,Economy Class,446,0
,,-0.0992,,,1,1,0,1,1,True,Solo Leisure,Economy Class,646,0
,,,0.9465,,1,1,1,0,1,True,Business,Economy Class,201,1
