Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Value For Money,Seat Comfort_missing,Cabin Staff Service_missing,Food & Beverages_missing,Ground Service_missing,Value For Money_missing,Verified,Type Of Traveller,Seat Type,review_length,Recommended
2.0,2.0,3.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Business Class,659,0
4.0,5.0,,1.0,2.0,0,0,1,0,0,True,Business,Business Class,1275,0
2.0,1.0,2.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,1624,0
2.0,3.0,3.0,3.0,3.0,0,0,0,0,0,False,Solo Leisure,Economy Class,379,0
1.0,1.0,1.0,1.0,2.0,0,0,0,0,0,False,Family Leisure,Economy Class,573,1
3.0,4.0,1.0,4.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1325,0
2.0,2.0,5.0,3.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,295,0
4.0,4.0,3.0,4.0,3.0,0,0,0,0,0,True,Business,Business Class,1146,1
2.0,1.0,1.0,1.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1354,0
2.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,1353,0
4.0,1.0,,4.0,1.0,0,0,1,0,0,True,Couple Leisure,Business Class,339,0
4.0,4.0,4.0,4.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,192,0
4.0,4.0,5.0,5.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1676,1
1.0,1.0,1.0,2.0,2.0,0,0,0,0,0,True,Business,Economy Class,476,0
4.0,5.0,4.0,3.0,4.0,0,0,0,0,0,True,Business,Economy Class,1484,1
3.0,4.0,3.0,2.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,946,0
5.0,4.0,1.0,2.0,1.0,0,0,0,0,0,True,Solo Leisure,Business Class,1391,0
1.0,2.0,2.0,2.0,2.0,0,0,0,0,0,True,Business,Economy Class,1010,0
2.0,2.0,2.0,1.0,1.0,0,0,0,0,0,False,Business,Economy Class,753,0
4.0,5.0,5.0,3.0,4.0,0,0,0,0,0,True,Business,Economy Class,1457,1
3.0,2.0,1.0,1.0,2.0,0,0,0,0,0,True,Couple Leisure,Economy Class,562,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,2045,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,763,0
2.0,3.0,3.0,1.0,2.0,0,0,0,0,0,False,Solo Leisure,Economy Class,473,0
3.0,3.0,2.0,4.0,3.0,0,0,0,0,0,False,Family Leisure,Economy Class,286,1
4.0,4.0,4.0,5.0,4.0,0,0,0,0,0,True,Business,Economy Class,1606,1
5.0,4.0,4.0,5.0,4.0,0,0,0,0,0,True,Family Leisure,Business Class,271,1
5.0,5.0,5.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,428,1
3.0,4.0,3.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1293,1
1.0,2.0,1.0,2.0,1.0,0,0,0,0,0,True,Business,Economy Class,617,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,1152,0
2.0,2.0,1.0,2.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,816,0
1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1399,0
4.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Business,Economy Class,902,1
,,,,2.0,1,1,1,1,0,False,Solo Leisure,Economy Class,733,0
,,,,1.0,1,1,1,1,0,True,Business,Business Class,1297,0
5.0,5.0,3.0,5.0,5.0,0,0,0,0,0,False,Business,Business Class,313,1
4.0,5.0,4.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,3458,0
3.0,1.0,1.0,1.0,2.0,0,0,0,0,0,True,Family Leisure,Economy Class,296,0
2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,True,Family Leisure,Economy Class,1415,0
3.0,1.0,2.0,1.0,2.0,0,0,0,0,0,False,Family Leisure,Economy Class,476,0
1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Economy Class,386,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,657,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,377,0
1.0,3.0,2.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,444,0
3.0,5.0,3.0,4.0,3.0,0,0,0,0,0,True,Business,Economy Class,1491,0
2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,263,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,237,0
4.0,4.0,1.0,3.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,855,0
4.0,4.0,3.0,4.0,4.0,0,0,0,0,0,True,Business,Economy Class,1186,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,363,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,2398,0
4.0,5.0,5.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1570,1
5.0,5.0,4.0,5.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,656,1
5.0,5.0,4.0,5.0,5.0,0,0,0,0,0,True,Business,Business Class,287,1
1.0,5.0,4.0,2.0,3.0,0,0,0,0,0,True,Couple Leisure,Economy Class,666,0
2.0,2.0,1.0,2.0,2.0,0,0,0,0,0,True,Business,Business Class,1956,0
4.0,5.0,3.0,4.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,883,1
5.0,5.0,5.0,1.0,4.0,0,0,0,0,0,True,Business,Economy Class,237,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,1108,0
3.0,4.0,3.0,2.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,659,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,457,0
5.0,5.0,3.0,2.0,3.0,0,0,0,0,0,True,Business,Business Class,983,1
3.0,4.0,2.0,2.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,870,1
5.0,5.0,5.0,4.0,4.0,0,0,0,0,0,True,Couple Leisure,Economy Class,1172,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Business,Business Class,625,0
5.0,5.0,4.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,273,1
4.0,5.0,5.0,2.0,4.0,0,0,0,0,0,False,Family Leisure,Economy Class,1222,1
5.0,4.0,4.0,5.0,5.0,0,0,0,0,0,True,Business,Economy Class,279,1
,,,1.0,1.0,1,1,1,0,0,False,Solo Leisure,Economy Class,969,0
3.0,1.0,3.0,2.0,2.0,0,0,0,0,0,True,Family Leisure,Economy Class,2720,0
5.0,5.0,5.0,1.0,4.0,0,0,0,0,0,True,Business,Business Class,808,1
4.0,5.0,4.0,5.0,5.0,0,0,0,0,0,True,Family Leisure,Economy Class,1671,1
4.0,5.0,5.0,3.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,333,1
,,,2.0,2.0,1,1,1,0,0,False,Solo Leisure,Economy Class,951,0
3.0,4.0,4.0,2.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,485,0
2.0,4.0,5.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,2884,0
4.0,4.0,4.0,4.0,3.0,0,0,0,0,0,False,Business,Economy Class,261,1
2.0,3.0,2.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,516,0
2.0,1.0,2.0,1.0,2.0,0,0,0,0,0,False,Business,Economy Class,778,0
3.0,4.0,3.0,3.0,3.0,0,0,0,0,0,False,Business,Business Class,686,1
1.0,2.0,2.0,4.0,3.0,0,0,0,0,0,False,Family Leisure,Economy Class,547,0
5.0,5.0,4.0,5.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,384,1
5.0,5.0,5.0,3.0,5.0,0,0,0,0,0,False,Couple Leisure,Economy Class,736,1
3.0,2.0,1.0,1.0,1.0,0,0,0,0,0,False,Business,Economy Class,1594,0
5.0,5.0,5.0,,5.0,0,0,0,1,0,False,Unknown,Economy Class,281,1
5.0,5.0,5.0,,5.0,0,0,0,1,0,False,Unknown,Economy Class,585,1
3.0,2.0,2.0,,1.0,0,0,0,1,0,False,Unknown,Economy Class,1747,0
,,,,,1,1,1,1,1,False,Unknown,Economy Class,273,1
,,,,,1,1,1,1,1,False,Unknown,Economy Class,951,0
4.0,4.0,,,4.0,0,0,1,1,0,False,Unknown,Economy Class,162,1
5.0,5.0,4.0,,5.0,0,0,0,1,0,False,Unknown,Economy Class,953,1
4.0,2.0,4.0,,3.0,0,0,0,1,0,False,Unknown,Economy Class,645,0
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,374,0
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,327,1
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,433,1
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,672,0
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,287,1
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,373,0
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,236,1
,,,,,1,1,1,1,1,False,Unknown,Unknown,695,0
,,,,,1,1,1,1,1,False,Unknown,Unknown,577,0
,,,,,1,1,1,1,1,False,Unknown,Unknown,1251,0
1.0,2.0,,1.0,2.0,0,0,1,0,0,True,Solo Leisure,Economy Class,361,0
2.0,1.0,,2.0,3.0,0,0,1,0,0,True,Couple Leisure,Economy Class,657,0
,,,1.0,1.0,1,1,1,0,0,True,Couple Leisure,Economy Class,181,0
3.0,3.0,1.0,1.0,4.0,0,0,0,0,0,True,Couple Leisure,Economy Class,1919,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Business,Economy Class,1021,0
1.0,1.0,,1.0,3.0,0,0,1,0,0,True,Business,Economy Class,238,0
3.0,5.0,,4.0,5.0,0,0,1,0,0,False,Solo Leisure,Economy Class,232,1
,,,1.0,1.0,1,1,1,0,0,False,Family Leisure,Economy Class,332,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,180,0
3.0,5.0,,3.0,4.0,0,0,1,0,0,True,Couple Leisure,Economy Class,300,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,324,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,818,0
3.0,3.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,1350,0
2.0,5.0,5.0,5.0,4.0,0,0,0,0,0,True,Solo Leisure,Economy Class,419,1
3.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,425,1
,,,,1.0,1,1,1,1,0,True,Couple Leisure,Economy Class,320,0
3.0,3.0,,2.0,4.0,0,0,1,0,0,True,Couple Leisure,Economy Class,223,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Family Leisure,Economy Class,990,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Family Leisure,Economy Class,2313,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Premium Economy,820,0
,,,1.0,1.0,1,1,1,0,0,True,Business,Economy Class,558,0
2.0,2.0,1.0,2.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,1935,0
1.0,3.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,284,0
3.0,4.0,,2.0,3.0,0,0,1,0,0,True,Solo Leisure,Economy Class,234,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Family Leisure,Economy Class,1782,0
3.0,5.0,3.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,1130,0
3.0,3.0,2.0,2.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,671,1
3.0,4.0,3.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,208,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,285,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Couple Leisure,Economy Class,509,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,441,0
1.0,4.0,,1.0,1.0,0,0,1,0,0,False,Couple Leisure,Economy Class,1426,0
1.0,2.0,2.0,2.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,507,0
2.0,3.0,,3.0,5.0,0,0,1,0,0,True,Solo Leisure,Economy Class,330,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Premium Economy,181,0
2.0,5.0,2.0,5.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,491,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,613,0
1.0,1.0,1.0,1.0,2.0,0,0,0,0,0,True,Couple Leisure,Economy Class,152,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Couple Leisure,Economy Class,452,0
1.0,1.0,2.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,301,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Family Leisure,Economy Class,580,0
,,,1.0,1.0,1,1,1,0,0,True,Couple Leisure,Economy Class,381,0
2.0,5.0,3.0,3.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,293,1
2.0,2.0,,1.0,5.0,0,0,1,0,0,True,Couple Leisure,Economy Class,441,0
5.0,5.0,,5.0,5.0,0,0,1,0,0,True,Solo Leisure,Economy Class,167,1
5.0,5.0,,5.0,5.0,0,0,1,0,0,True,Solo Leisure,Economy Class,450,1
2.0,3.0,1.0,4.0,3.0,0,0,0,0,0,True,Solo Leisure,Economy Class,177,1
1.0,2.0,,1.0,1.0,0,0,1,0,0,True,Business,Economy Class,981,0
2.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,247,1
4.0,5.0,,5.0,5.0,0,0,1,0,0,True,Solo Leisure,Economy Class,922,1
2.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,275,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,263,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,2461,0
3.0,2.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,303,0
2.0,2.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,264,0
3.0,4.0,,5.0,3.0,0,0,1,0,0,True,Family Leisure,Economy Class,204,1
1.0,4.0,2.0,3.0,4.0,0,0,0,0,0,True,Family Leisure,Economy Class,264,1
2.0,2.0,2.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,513,0
1.0,2.0,2.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,856,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Family Leisure,Economy Class,162,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Family Leisure,Economy Class,566,0
2.0,3.0,,1.0,1.0,0,0,1,0,0,False,Couple Leisure,Economy Class,687,0
3.0,5.0,3.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,582,1
3.0,2.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Premium Economy,740,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,216,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,1220,0
,,,,1.0,1,1,1,1,0,False,Couple Leisure,Economy Class,1491,0
4.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,471,1
4.0,4.0,,1.0,5.0,0,0,1,0,0,True,Solo Leisure,Economy Class,266,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Couple Leisure,Economy Class,804,0
2.0,2.0,,2.0,2.0,0,0,1,0,0,True,Couple Leisure,Economy Class,837,0
1.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,345,1
4.0,5.0,,5.0,5.0,0,0,1,0,0,True,Couple Leisure,Economy Class,599,1
1.0,1.0,,2.0,2.0,0,0,1,0,0,True,Solo Leisure,Economy Class,428,0
3.0,4.0,,5.0,5.0,0,0,1,0,0,False,Solo Leisure,Economy Class,473,1
3.0,2.0,,1.0,1.0,0,0,1,0,0,True,Family Leisure,Economy Class,470,0
3.0,3.0,2.0,4.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,341,1
4.0,5.0,,4.0,5.0,0,0,1,0,0,False,Solo Leisure,Economy Class,405,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1008,0
3.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,436,1
2.0,2.0,,2.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,158,0
3.0,5.0,,3.0,5.0,0,0,1,0,0,True,Family Leisure,Economy Class,413,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Economy Class,837,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Solo Leisure,Economy Class,179,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,192,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,False,Couple Leisure,Economy Class,511,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,603,0
4.0,2.0,,2.0,3.0,0,0,1,0,0,True,Solo Leisure,Economy Class,740,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,572,0
5.0,5.0,5.0,3.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,757,1
5.0,5.0,,1.0,1.0,0,0,1,0,0,False,Family Leisure,Economy Class,1233,0
1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,290,0
,,,1.0,1.0,1,1,1,0,0,False,Solo Leisure,Economy Class,585,0
3.0,5.0,4.0,5.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,516,1
3.0,3.0,,4.0,5.0,0,0,1,0,0,True,Solo Leisure,Economy Class,265,1
1.0,1.0,1.0,1.0,2.0,0,0,0,0,0,True,Family Leisure,Economy Class,294,0
2.0,1.0,,1.0,2.0,0,0,1,0,0,True,Business,Economy Class,419,0
1.0,2.0,,1.0,2.0,0,0,1,0,0,True,Solo Leisure,Economy Class,334,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Couple Leisure,Economy Class,1607,0
1.0,1.0,,1.0,4.0,0,0,1,0,0,True,Solo Leisure,Economy Class,837,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1028,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,451,0
4.0,5.0,4.0,5.0,4.0,0,0,0,0,0,True,Couple Leisure,Economy Class,302,1
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,587,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,547,0
5.0,4.0,4.0,5.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,192,1
4.0,5.0,4.0,5.0,5.0,0,0,0,0,0,True,Couple Leisure,Economy Class,386,1
3.0,4.0,,1.0,3.0,0,0,1,0,0,True,Couple Leisure,Economy Class,233,0
2.0,1.0,2.0,2.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,177,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Business,Economy Class,495,1
2.0,1.0,1.0,1.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,373,0
4.0,5.0,4.0,4.0,5.0,0,0,0,0,0,True,Business,Business Class,465,1
4.0,5.0,4.0,3.0,5.0,0,0,0,0,0,False,Solo Leisure,Business Class,354,1
4.0,5.0,5.0,3.0,5.0,0,0,0,0,0,False,Solo Leisure,Business Class,419,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,538,1
2.0,5.0,4.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,222,1
4.0,3.0,4.0,5.0,4.0,0,0,0,0,0,True,Business,Economy Class,320,1
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,True,Couple Leisure,Economy Class,635,0
4.0,4.0,3.0,4.0,3.0,0,0,0,0,0,True,Solo Leisure,Business Class,941,1
3.0,1.0,,1.0,1.0,0,0,1,0,0,True,Solo Leisure,Economy Class,3511,0
3.0,5.0,4.0,4.0,5.0,0,0,0,0,0,True,Solo Leisure,Economy Class,183,1
4.0,5.0,5.0,4.0,4.0,0,0,0,0,0,True,Family Leisure,Economy Class,465,1
,,,1.0,1.0,1,1,1,0,0,True,Family Leisure,Economy Class,390,0
1.0,2.0,1.0,2.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1557,0
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,True,Family Leisure,Economy Class,327,1
5.0,5.0,4.0,5.0,5.0,0,0,0,0,0,True,Family Leisure,Economy Class,1604,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,846,1
4.0,2.0,1.0,2.0,3.0,0,0,0,0,0,False,Business,Economy Class,487,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,862,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,False,Family Leisure,Economy Class,716,1
4.0,4.0,3.0,5.0,4.0,0,0,0,0,0,False,Couple Leisure,Economy Class,568,1
5.0,5.0,5.0,5.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,545,1
4.0,2.0,,1.0,2.0,0,0,1,0,0,False,Solo Leisure,Economy Class,749,0
5.0,4.0,4.0,5.0,5.0,0,0,0,0,0,False,Business,Economy Class,691,1
4.0,5.0,5.0,3.0,5.0,0,0,0,0,0,False,Solo Leisure,Economy Class,343,1
5.0,4.0,4.0,4.0,5.0,0,0,0,0,0,False,Business,Economy Class,582,1
1.0,2.0,2.0,3.0,4.0,0,0,0,0,0,False,Solo Leisure,Economy Class,1669,1
4.0,4.0,4.0,3.0,4.0,0,0,0,0,0,False,Business,Economy Class,534,1
3.0,3.0,3.0,2.0,4.0,0,0,0,0,0,False,Solo Leisure,Business Class,547,1
2.0,2.0,1.0,1.0,2.0,0,0,0,0,0,False,Couple Leisure,Economy Class,1379,0
2.0,2.0,4.0,1.0,4.0,0,0,0,0,0,False,Family Leisure,First Class,1051,1
5.0,5.0,1.0,4.0,4.0,0,0,0,0,0,False,Family Leisure,Economy Class,435,1
4.0,3.0,3.0,1.0,5.0,0,0,0,0,0,False,Business,Business Class,521,1
3.0,2.0,1.0,,4.0,0,0,0,1,0,False,Unknown,Economy Class,407,1
,1.0,,,1.0,1,0,1,1,0,False,Unknown,Economy Class,736,0
4.0,5.0,4.0,,5.0,0,0,0,1,0,False,Unknown,Economy Class,243,1
3.0,4.0,4.0,,4.0,0,0,0,1,0,False,Unknown,Business Class,919,1
4.0,4.0,4.0,,5.0,0,0,0,1,0,False,Unknown,Economy Class,473,1
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,162,1
,,,,4.0,1,1,1,1,0,False,Unknown,Business Class,380,1
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,360,1
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,667,0
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,381,1
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,596,1
,,,,4.0,1,1,1,1,0,False,Unknown,Business Class,268,1
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,785,1
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,436,1
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,504,0
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,501,1
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,1631,0
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,340,1
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,341,1
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,198,1
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,313,1
,,,,,1,1,1,1,1,False,Unknown,Unknown,209,0
,,,,,1,1,1,1,1,False,Unknown,Unknown,204,0
,,,1.0,1.0,1,1,1,0,0,False,Business,Economy Class,468,0
1.0,1.0,,2.0,1.0,0,0,1,0,0,False,Solo Leisure,Economy Class,211,0
,,,1.0,1.0,1,1,1,0,0,False,Business,Economy Class,1193,0
2.0,3.0,1.0,1.0,1.0,0,0,0,0,0,True,Solo Leisure,Economy Class,562,0
1.0,2.0,1.0,2.0,1.0,0,0,0,0,0,False,Business,Economy Class,364,0
1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Business,Economy Class,504,0
,,,1.0,1.0,1,1,1,0,0,True,Solo Leisure,Economy Class,275,0
1.0,1.0,,1.0,1.0,0,0,1,0,0,True,Business,Economy Class,325,0
3.0,3.0,3.0,5.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,806,1
3.0,3.0,2.0,2.0,2.0,0,0,0,0,0,True,Solo Leisure,Economy Class,1287,1
2.0,3.0,2.0,2.0,3.0,0,0,0,0,0,True,Couple Leisure,Economy Class,1268,0
1.0,2.0,1.0,1.0,1.0,0,0,0,0,0,True,Family Leisure,Economy Class,653,0
,,,,1.0,1,1,1,1,0,True,Family Leisure,Economy Class,1045,0
2.0,2.0,2.0,1.0,1.0,0,0,0,0,0,True,Business,Economy Class,1444,0
2.0,2.0,2.0,2.0,2.0,0,0,0,0,0,False,Business,Economy Class,431,0
1.0,1.0,1.0,1.0,1.0,0,0,0,0,0,False,Family Leisure,Economy Class,701,0
,,,,,1,1,1,1,1,False,Unknown,Economy Class,514,0
,,,,,1,1,1,1,1,False,Unknown,Economy Class,523,1
,,,,,1,1,1,1,1,False,Unknown,Economy Class,552,0
,,,,,1,1,1,1,1,False,Unknown,Economy Class,608,1
,,,,,1,1,1,1,1,False,Unknown,Economy Class,297,1
,,,,,1,1,1,1,1,False,Unknown,Economy Class,737,1
,,,,,1,1,1,1,1,False,Unknown,Economy Class,665,0
5.0,5.0,5.0,,5.0,0,0,0,1,0,False,Unknown,Economy Class,313,1
4.0,4.0,4.0,,4.0,0,0,0,1,0,False,Unknown,Economy Class,749,1
4.0,4.0,4.0,,3.0,0,0,0,1,0,False,Unknown,Economy Class,229,1
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,519,1
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,214,1
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,723,1
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,405,1
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,259,1
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,418,0
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,659,1
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,158,1
,,,,4.0,1,1,1,1,0,False,Unknown,Economy Class,511,1
,,,,1.0,1,1,1,1,0,False,Unknown,Economy Class,274,0
,,,,,1,1,1,1,1,False,Unknown,Unknown,400,0
,,,,,1,1,1,1,1,False,Unknown,Unknown,315,0
