vader_compound,vader_pos,vader_neg,vader_neu,aspect_seat,aspect_food,aspect_staff,aspect_ground_service,aspect_entertainment,aspect_seat_missing,aspect_food_missing,aspect_staff_missing,aspect_ground_service_missing,aspect_entertainment_missing,Verified,Type Of Traveller,Seat Type,review_length,Recommended
-0.296,0.0,0.034,0.966,,0.0,,,,1,0,1,1,1,False,Couple Leisure,Economy Class,346,0
0.5644,0.092,0.081,0.828,,,-0.6541,-0.6541,,1,1,0,0,1,True,Solo Leisure,Economy Class,1544,0
0.6858,0.141,0.053,0.806,0.9403,0.9403,0.9403,0.9403,0.9403,0,0,0,0,0,False,Couple Leisure,Economy Class,469,1
0.34,0.045,0.022,0.933,,0.7414,0.7414,,,1,0,0,1,1,True,Solo Leisure,Business Class,769,0
-0.8939,0.041,0.081,0.878,0.1987,0.1987,0.1987,0.1987,0.1987,0,0,0,0,0,True,Solo Leisure,Economy Class,1469,0
-0.8159,0.081,0.152,0.767,-0.4215,,-0.4215,-0.4215,,0,1,0,0,1,True,Solo Leisure,Economy Class,644,0
-0.9143,0.036,0.1,0.864,-0.128,,-0.128,-0.128,,0,1,0,0,1,True,Couple Leisure,Business Class,1066,0
-0.7936,0.076,0.16,0.765,,,-0.5574,-0.5574,,1,1,0,0,1,True,Solo Leisure,Business Class,507,0
0.1759,0.031,0.022,0.947,,,0.1027,0.1027,,1,1,0,0,1,True,Solo Leisure,Economy Class,944,0
-0.9704,0.019,0.154,0.827,,,-0.9442,-0.9442,,1,1,0,0,1,False,Business,Economy Class,778,0
-0.6732,0.064,0.085,0.851,,,-0.3182,-0.3182,,1,1,0,0,1,True,Couple Leisure,Economy Class,1203,0
-0.6227,0.059,0.082,0.859,,0.9203,0.9203,0.9203,,1,0,0,0,1,True,Business,Business Class,1247,0
0.9409,0.203,0.0,0.797,0.9305,,0.9305,0.9305,,0,1,0,0,1,True,Family Leisure,Economy Class,328,0
-0.9099,0.029,0.074,0.897,-0.8999,,-0.8999,-0.8999,,0,1,0,0,1,False,Family Leisure,Economy Class,1624,0
0.885,0.169,0.032,0.799,,0.9538,0.9538,,,1,0,0,1,1,True,Solo Leisure,Economy Class,405,1
-0.9587,0.047,0.092,0.861,,,-0.6284,-0.6284,,1,1,0,0,1,True,Solo Leisure,Economy Class,1943,0
-0.6942,0.06,0.082,0.858,0.4033,0.4033,0.4033,0.4033,,0,0,0,0,1,True,Solo Leisure,Business Class,1063,0
-0.9705,0.013,0.141,0.847,,,-0.9642,-0.9642,,1,1,0,0,1,True,Couple Leisure,Economy Class,867,0
-0.7096,0.0,0.086,0.914,,,,,,1,1,1,1,1,True,Couple Leisure,Business Class,333,0
0.5057,0.102,0.093,0.805,,0.7906,0.7906,0.7906,,1,0,0,0,1,False,Couple Leisure,Economy Class,600,1
0.1157,0.112,0.116,0.772,0.8715,0.8715,0.8715,0.8715,0.8715,0,0,0,0,0,True,Couple Leisure,Economy Class,2002,0
-0.9644,0.0,0.216,0.784,,,-0.9062,-0.9062,,1,1,0,0,1,True,Solo Leisure,Economy Class,442,0
-0.9873,0.055,0.135,0.81,,,-0.959,-0.959,,1,1,0,0,1,False,Solo Leisure,Economy Class,1622,0
-0.9592,0.064,0.142,0.793,,,-0.2263,-0.2263,,1,1,0,0,1,True,Business,Economy Class,1090,0
-0.8597,0.065,0.111,0.825,0.7752,,0.7752,0.7752,,0,1,0,0,1,True,Solo Leisure,Economy Class,1632,0
0.9481,0.077,0.057,0.866,,0.9414,0.9414,0.9414,0.9414,1,0,0,0,0,True,Business,Economy Class,3314,0
-0.786,0.02,0.103,0.877,,,,0.4588,,1,1,1,0,1,False,Family Leisure,Economy Class,490,0
0.988,0.181,0.0,0.819,0.9623,,0.9623,0.9623,0.9623,0,1,0,0,0,False,Family Leisure,Economy Class,894,1
-0.8875,0.081,0.157,0.763,,,-0.6543,-0.6543,,1,1,0,0,1,True,Solo Leisure,Economy Class,702,0
-0.8735,0.0,0.115,0.885,,,-0.5994,-0.5994,,1,1,0,0,1,True,Business,Economy Class,552,0
0.9459,0.079,0.047,0.873,,,,0.9651,,1,1,1,0,1,True,Solo Leisure,Economy Class,2123,0
0.9101,0.074,0.041,0.884,,,,0.9322,,1,1,1,0,1,True,Solo Leisure,Economy Class,1689,0
-0.0854,0.093,0.1,0.807,,,,0.0351,,1,1,1,0,1,True,Solo Leisure,Economy Class,889,0
0.9902,0.246,0.029,0.725,0.9831,,0.9831,0.9831,,0,1,0,0,1,True,Solo Leisure,Economy Class,724,1
-0.8779,0.043,0.212,0.746,,-0.8316,,-0.8316,,1,0,1,0,1,True,Couple Leisure,Economy Class,290,0
-0.8817,0.041,0.12,0.839,,,-0.4588,-0.4588,,1,1,0,0,1,True,Couple Leisure,Economy Class,619,0
-0.2263,0.095,0.133,0.771,,0.0772,,0.0772,,1,0,1,0,1,True,Solo Leisure,Economy Class,328,0
0.7748,0.087,0.024,0.89,0.8832,,,,0.8832,0,1,1,1,0,True,Business,Economy Class,752,1
-0.3074,0.0,0.043,0.957,0.5983,,0.5983,,,0,1,0,1,1,True,Couple Leisure,Economy Class,374,0
0.0,0.0,0.0,1.0,,0.0,0.0,0.0,,1,0,0,0,1,True,Solo Leisure,Economy Class,339,1
0.2263,0.034,0.021,0.946,,,0.0,0.0,,1,1,0,0,1,True,Business,Economy Class,341,1
-0.3519,0.062,0.117,0.821,,,0.8481,,,1,1,0,1,1,True,Solo Leisure,Economy Class,189,0
-0.7845,0.0,0.075,0.925,,,-0.5423,-0.5423,,1,1,0,0,1,True,Couple Leisure,Economy Class,646,0
0.9544,0.32,0.0,0.68,0.9501,0.9501,0.9501,,,0,0,0,1,1,False,Family Leisure,Economy Class,239,1
0.8746,0.102,0.05,0.848,0.9132,0.9132,0.9132,0.9132,,0,0,0,0,1,True,Family Leisure,Economy Class,1057,1
0.9152,0.314,0.053,0.633,,0.91,0.91,,,1,0,0,1,1,True,Couple Leisure,Economy Class,169,1
0.9493,0.18,0.026,0.794,,,,,,1,1,1,1,1,False,Business,Economy Class,510,1
0.8832,0.149,0.026,0.824,,0.9099,0.9099,,,1,0,0,1,1,False,Solo Leisure,Economy Class,395,1
0.5176,0.099,0.04,0.861,,0.8221,0.8221,0.8221,,1,0,0,0,1,False,Solo Leisure,Economy Class,362,1
-0.128,0.044,0.067,0.888,0.4404,0.4404,,,,0,0,1,1,1,False,Solo Leisure,Economy Class,312,1
-0.9378,0.045,0.242,0.713,,,-0.9217,-0.9217,,1,1,0,0,1,False,Business,Economy Class,403,0
-0.9058,0.041,0.149,0.81,,,,-0.9001,,1,1,1,0,1,False,Couple Leisure,Economy Class,597,1
-0.923,0.0,0.111,0.889,,,-0.9038,-0.9038,,1,1,0,0,1,False,Couple Leisure,Economy Class,650,0
0.9718,0.116,0.019,0.864,0.979,0.979,0.979,0.979,,0,0,0,0,1,False,Business,Economy Class,1243,1
0.9674,0.154,0.028,0.818,0.9595,0.9595,0.9595,0.9595,,0,0,0,0,1,False,Solo Leisure,Economy Class,821,1
0.5859,0.111,0.028,0.861,,0.8225,0.8225,,,1,0,0,1,1,False,Family Leisure,Economy Class,330,1
-0.765,0.05,0.121,0.829,,,-0.7003,-0.7003,,1,1,0,0,1,False,Solo Leisure,Economy Class,577,0
0.9835,0.296,0.018,0.686,0.9578,,0.9578,,0.9578,0,1,0,1,0,False,Family Leisure,Economy Class,412,1
0.7675,0.099,0.071,0.83,0.6371,0.6371,0.6371,0.6371,,0,0,0,0,1,False,Business,Economy Class,858,1
0.8463,0.154,0.089,0.757,,,0.9325,,,1,1,0,1,1,False,Solo Leisure,Economy Class,711,1
0.7351,0.11,0.0,0.89,0.7351,,0.7351,0.7351,,0,1,0,0,1,False,Solo Leisure,Economy Class,280,1
0.9028,0.247,0.0,0.753,,,0.8962,,,1,1,0,1,1,False,Family Leisure,Economy Class,230,1
0.4939,0.085,0.045,0.87,0.4939,0.4939,0.4939,,,0,0,0,1,1,False,Couple Leisure,Economy Class,381,1
0.8029,0.147,0.0,0.853,,,,0.7579,,1,1,1,0,1,False,Unknown,Economy Class,247,1
0.9556,0.302,0.0,0.698,0.9042,0.9042,0.9042,0.9042,,0,0,0,0,1,False,Unknown,Economy Class,284,1
0.944,0.106,0.0,0.894,0.9382,0.9382,,0.9382,,0,0,1,0,1,False,Unknown,Economy Class,719,1
0.9637,0.292,0.0,0.708,,0.9628,0.9628,,,1,0,0,1,1,False,Unknown,Economy Class,315,1
0.6832,0.057,0.015,0.927,,,0.9523,0.9523,,1,1,0,0,1,False,Unknown,Economy Class,906,1
-0.5106,0.022,0.063,0.915,,,,-0.5106,,1,1,1,0,1,False,Unknown,Economy Class,659,0
0.9698,0.168,0.009,0.823,0.984,,0.984,,,0,1,0,1,1,False,Unknown,Economy Class,836,1
-0.7952,0.032,0.177,0.791,,,-0.926,-0.926,,1,1,0,0,1,False,Unknown,Economy Class,353,0
0.9029,0.151,0.0,0.849,0.9029,0.9029,0.9029,0.9029,0.9029,0,0,0,0,0,False,Unknown,Economy Class,398,1
0.4939,0.112,0.09,0.798,0.6705,0.6705,,0.6705,,0,0,1,0,1,False,Unknown,Economy Class,453,1
0.8537,0.157,0.0,0.843,,0.8519,0.8519,,,1,0,0,1,1,False,Unknown,Economy Class,249,1
0.8479,0.156,0.053,0.791,,0.8858,0.8858,0.8858,,1,0,0,0,1,False,Unknown,Economy Class,378,1
0.4019,0.044,0.0,0.956,,0.4019,,0.4019,,1,0,1,0,1,False,Unknown,Economy Class,325,1
0.1779,0.092,0.082,0.826,0.34,,0.34,0.34,,0,1,0,0,1,False,Unknown,Economy Class,342,1
-0.5095,0.035,0.075,0.89,-0.25,,,-0.25,,0,1,1,0,1,False,Unknown,Economy Class,511,1
0.9753,0.31,0.0,0.69,,0.9753,0.9753,,,1,0,0,1,1,False,Unknown,Economy Class,379,1
0.5908,0.097,0.088,0.816,0.5574,0.5574,0.5574,0.5574,,0,0,0,0,1,False,Unknown,Economy Class,427,1
0.8908,0.347,0.062,0.592,,,0.9118,,,1,1,0,1,1,False,Unknown,Economy Class,166,1
0.7171,0.146,0.0,0.854,,0.6901,0.6901,0.6901,,1,0,0,0,1,False,Unknown,Economy Class,222,1
0.8126,0.157,0.0,0.843,,,0.8126,0.8126,,1,1,0,0,1,False,Unknown,Economy Class,292,1
-0.7258,0.049,0.134,0.816,,,,-0.7771,,1,1,1,0,1,False,Unknown,Economy Class,425,0
0.6697,0.138,0.055,0.807,,0.6697,0.6697,,,1,0,0,1,1,False,Unknown,Economy Class,286,1
0.296,0.159,0.099,0.742,,0.296,0.296,,,1,0,0,1,1,False,Unknown,Economy Class,187,1
0.9442,0.206,0.0,0.794,0.9442,,0.9442,,,0,1,0,1,1,False,Unknown,Economy Class,387,1
-0.8294,0.049,0.104,0.847,,,-0.4767,-0.4767,,1,1,0,0,1,False,Unknown,Unknown,590,0
0.9261,0.141,0.04,0.818,,,0.9545,0.9545,,1,1,0,0,1,False,Unknown,Unknown,702,0
-0.5389,0.065,0.085,0.85,-0.7269,-0.7269,-0.7269,,,0,0,0,1,1,False,Unknown,Unknown,623,0
0.8999,0.375,0.0,0.625,,0.8999,0.8999,,,1,0,0,1,1,False,Unknown,Unknown,152,0
-0.3582,0.017,0.04,0.943,-0.2732,-0.2732,,-0.2732,,0,0,1,0,1,False,Unknown,Unknown,626,0
-0.9637,0.037,0.133,0.831,-0.9531,,-0.9531,-0.9531,,0,1,0,0,1,False,Unknown,Unknown,1167,0
0.9368,0.182,0.015,0.803,,0.9301,0.9301,0.9301,,1,0,0,0,1,False,Unknown,Unknown,505,0
0.9524,0.274,0.0,0.726,,,0.9501,,,1,1,0,1,1,False,Unknown,Unknown,283,0
-0.8922,0.0,0.118,0.882,,,,-0.7096,,1,1,1,0,1,False,Unknown,Unknown,505,0
0.8091,0.11,0.02,0.871,0.8316,,0.8316,0.8316,,0,1,0,0,1,False,Unknown,Unknown,399,0
0.8748,0.256,0.0,0.744,,,0.8658,,,1,1,0,1,1,False,Unknown,Unknown,199,0
0.2103,0.067,0.069,0.864,,,0.5627,0.5627,,1,1,0,0,1,False,Unknown,Unknown,497,0
0.8074,0.283,0.0,0.717,,,0.8074,0.8074,,1,1,0,0,1,False,Unknown,Unknown,153,0
0.841,0.134,0.0,0.866,,,,0.6124,,1,1,1,0,1,False,Unknown,Unknown,350,0
0.918,0.184,0.029,0.787,0.959,,0.959,0.959,,0,1,0,0,1,False,Unknown,Unknown,480,0
0.6497,0.164,0.096,0.74,0.7551,,0.7551,0.7551,,0,1,0,0,1,False,Solo Leisure,Economy Class,340,0
-0.756,0.084,0.117,0.8,-0.7152,,-0.7152,-0.7152,,0,1,0,0,1,True,Couple Leisure,Economy Class,750,0
-0.9586,0.052,0.095,0.853,-0.6747,,,,,0,1,1,1,1,True,Family Leisure,Economy Class,2325,0
-0.9345,0.031,0.137,0.831,-0.4449,,,-0.4449,,0,1,1,0,1,False,Family Leisure,Economy Class,532,0
0.8875,0.076,0.055,0.869,0.7479,,,0.7479,,0,1,1,0,1,False,Couple Leisure,Economy Class,1883,0
-0.7339,0.064,0.106,0.831,,,,,,1,1,1,1,1,False,Couple Leisure,Economy Class,737,0
-0.8891,0.077,0.324,0.599,-0.3245,,-0.3245,-0.3245,,0,1,0,0,1,True,Family Leisure,Economy Class,182,0
-0.9621,0.026,0.147,0.827,,,,-0.9531,,1,1,1,0,1,False,Couple Leisure,Economy Class,885,0
-0.8772,0.0,0.137,0.863,,,,-0.8316,,1,1,1,0,1,False,Family Leisure,Economy Class,341,0
-0.9716,0.016,0.144,0.84,,,-0.8176,,,1,1,0,1,1,True,Solo Leisure,Economy Class,774,0
-0.9835,0.053,0.139,0.808,,,-0.624,-0.624,,1,1,0,0,1,False,Solo Leisure,Economy Class,1464,0
-0.1779,0.041,0.063,0.896,0.128,,,,,0,1,1,1,1,True,Business,Economy Class,301,0
-0.7118,0.0,0.176,0.824,,,,,,1,1,1,1,1,False,Family Leisure,Economy Class,204,0
-0.6691,0.074,0.092,0.833,0.9413,,0.9413,0.9413,,0,1,0,0,1,True,Solo Leisure,Economy Class,1578,0
0.8924,0.333,0.037,0.63,,,,0.9442,,1,1,1,0,1,True,Family Leisure,Economy Class,169,1
-0.9604,0.025,0.176,0.799,,,-0.8779,-0.8779,-0.8779,1,1,0,0,0,False,Solo Leisure,Premium Economy,646,0
0.6908,0.162,0.0,0.838,0.886,,0.886,0.886,,0,1,0,0,1,True,Solo Leisure,Economy Class,253,1
-0.9718,0.0,0.186,0.814,,-0.6486,-0.6486,-0.6486,-0.6486,1,0,0,0,0,True,Couple Leisure,Economy Class,789,0
-0.9343,0.026,0.233,0.741,,,-0.8934,,,1,1,0,1,1,False,Family Leisure,Economy Class,254,0
0.8326,0.193,0.07,0.737,,,0.9584,0.9584,0.9584,1,1,0,0,0,True,Solo Leisure,Economy Class,288,1
-0.7713,0.061,0.104,0.835,,,-0.872,-0.872,-0.872,1,1,0,0,0,True,Couple Leisure,Economy Class,1025,0
-0.9116,0.055,0.113,0.831,,,,-0.9382,,1,1,1,0,1,True,Couple Leisure,Economy Class,1054,0
-0.9462,0.0,0.257,0.743,-0.8885,,-0.8885,,-0.8885,0,1,0,1,0,False,Couple Leisure,Economy Class,299,0
-0.9878,0.01,0.221,0.769,,,-0.2973,,-0.2973,1,1,0,1,0,True,Family Leisure,Economy Class,626,0
-0.6127,0.03,0.114,0.856,,,,0.3657,,1,1,1,0,1,False,Solo Leisure,Economy Class,275,0
-0.8897,0.067,0.292,0.641,,,0.1027,,,1,1,0,1,1,True,Solo Leisure,Economy Class,227,1
-0.9163,0.041,0.063,0.896,-0.5113,,-0.5113,-0.5113,-0.5113,0,1,0,0,0,True,Couple Leisure,Economy Class,2607,0
-0.3257,0.06,0.07,0.871,,,0.743,,0.743,1,1,0,1,0,True,Solo Leisure,Economy Class,587,0
-0.927,0.047,0.087,0.866,-0.7964,-0.7964,,-0.7964,,0,0,1,0,1,True,Solo Leisure,Economy Class,1711,0
0.8596,0.172,0.045,0.783,,,,,,1,1,1,1,1,True,Business,Economy Class,329,0
-0.7332,0.023,0.068,0.909,-0.6486,,,-0.6486,,0,1,1,0,1,True,Couple Leisure,Economy Class,624,0
0.2617,0.02,0.008,0.972,,,,0.4767,,1,1,1,0,1,True,Solo Leisure,Economy Class,809,0
-0.9561,0.027,0.094,0.879,-0.4404,,-0.4404,-0.4404,,0,1,0,0,1,True,Family Leisure,Economy Class,1533,0
-0.8395,0.073,0.137,0.79,-0.8126,,-0.8126,-0.8126,-0.8126,0,1,0,0,0,True,Solo Leisure,Economy Class,603,0
-0.9784,0.065,0.105,0.83,-0.9694,,-0.9694,-0.9694,,0,1,0,0,1,True,Solo Leisure,Economy Class,2797,0
-0.8418,0.068,0.106,0.826,0.6486,,0.6486,0.6486,0.6486,0,1,0,0,0,True,Couple Leisure,Economy Class,1875,0
-0.9391,0.023,0.115,0.862,-0.7849,,-0.7849,,-0.7849,0,1,0,1,0,True,Family Leisure,Economy Class,731,0
-0.8803,0.062,0.141,0.797,,,-0.8834,-0.8834,,1,1,0,0,1,False,Solo Leisure,Economy Class,654,0
-0.4959,0.044,0.07,0.886,-0.6597,,,-0.6597,,0,1,1,0,1,False,Family Leisure,Economy Class,503,0
-0.9886,0.046,0.114,0.841,,,-0.9662,-0.9662,,1,1,0,0,1,True,Family Leisure,Economy Class,2412,0
0.9292,0.109,0.041,0.85,,,0.9325,0.9325,,1,1,0,0,1,True,Solo Leisure,Economy Class,1088,1
-0.9273,0.017,0.118,0.865,,,-0.6705,,,1,1,0,1,1,False,Couple Leisure,Economy Class,740,0
-0.2706,0.059,0.112,0.829,0.079,,,0.079,,0,1,1,0,1,True,Family Leisure,Economy Class,314,0
-0.873,0.015,0.078,0.907,,,-0.8521,-0.8521,,1,1,0,0,1,False,Solo Leisure,Economy Class,1156,0
-0.2043,0.032,0.042,0.926,-0.8271,,-0.8271,-0.8271,,0,1,0,0,1,False,Solo Leisure,Economy Class,1399,1
-0.8781,0.044,0.157,0.799,,,-0.9361,-0.9361,,1,1,0,0,1,True,Couple Leisure,Economy Class,527,0
0.9531,0.244,0.087,0.669,,,0.9517,,,1,1,0,1,1,True,Family Leisure,Economy Class,400,1
0.8405,0.106,0.071,0.824,-0.0149,,-0.0149,,,0,1,0,1,1,False,Solo Leisure,Economy Class,1161,0
-0.9086,0.0,0.193,0.807,,,-0.875,,,1,1,0,1,1,True,Family Leisure,Economy Class,275,0
0.9724,0.444,0.0,0.556,,,0.9682,,,1,1,0,1,1,True,Family Leisure,Economy Class,211,1
-0.7538,0.034,0.241,0.725,,,-0.8653,,,1,1,0,1,1,False,Family Leisure,Economy Class,198,0
-0.5106,0.056,0.103,0.841,,,,-0.2732,,1,1,1,0,1,True,Family Leisure,Economy Class,577,0
-0.8948,0.0,0.069,0.931,,,-0.8468,-0.8468,,1,1,0,0,1,False,Solo Leisure,Economy Class,972,0
-0.8703,0.061,0.102,0.837,-0.7579,-0.7579,-0.7579,-0.7579,,0,0,0,0,1,False,Couple Leisure,Economy Class,959,0
-0.8393,0.039,0.081,0.879,,,-0.296,-0.296,,1,1,0,0,1,True,Family Leisure,Economy Class,517,0
0.9371,0.075,0.016,0.908,,,0.9571,0.9571,,1,1,0,0,1,True,Solo Leisure,Economy Class,1291,0
-0.9251,0.016,0.109,0.875,,,-0.4767,-0.4767,-0.4767,1,1,0,0,0,False,Family Leisure,Economy Class,859,0
-0.886,0.0,0.205,0.795,,,-0.9274,-0.9274,,1,1,0,0,1,False,Couple Leisure,Economy Class,311,0
-0.546,0.081,0.104,0.815,0.1584,,,0.1584,,0,1,1,0,1,True,Couple Leisure,Economy Class,1202,0
0.9452,0.11,0.039,0.851,0.9702,0.9702,,0.9702,,0,0,1,0,1,True,Family Leisure,Economy Class,887,0
-0.3632,0.02,0.069,0.912,-0.3632,,,-0.3632,,0,1,1,0,1,False,Family Leisure,Economy Class,424,0
-0.7628,0.057,0.119,0.824,,,-0.9456,-0.9456,,1,1,0,0,1,True,Solo Leisure,Economy Class,843,0
-0.9423,0.025,0.199,0.776,,,-0.9423,-0.9423,-0.9423,1,1,0,0,0,False,Family Leisure,Economy Class,388,0
0.7366,0.076,0.049,0.875,,,0.8074,0.8074,,1,1,0,0,1,False,Family Leisure,Economy Class,1093,0
-0.7943,0.059,0.163,0.777,-0.7783,-0.7783,,,,0,0,1,1,1,False,Solo Leisure,Economy Class,420,0
-0.8521,0.0,0.121,0.879,,,,0.1477,,1,1,1,0,1,False,Business,Economy Class,354,0
-0.9287,0.015,0.096,0.889,-0.8834,,-0.8834,-0.8834,,0,1,0,0,1,True,Solo Leisure,Economy Class,856,0
-0.3684,0.052,0.057,0.891,0.013,,0.013,0.013,0.013,0,1,0,0,0,False,Couple Leisure,Economy Class,1237,0
-0.9574,0.086,0.164,0.749,,,-0.9509,,-0.9509,1,1,0,1,0,True,Family Leisure,Premium Economy,954,0
-0.9553,0.037,0.144,0.818,-0.9661,-0.9661,-0.9661,-0.9661,,0,0,0,0,1,True,Business,Economy Class,848,0
-0.0258,0.022,0.037,0.941,-0.0258,,,-0.0258,,0,1,1,0,1,True,Business,Economy Class,685,0
-0.9239,0.0,0.19,0.81,,,-0.9169,-0.9169,,1,1,0,0,1,True,Couple Leisure,Premium Economy,340,0
-0.2023,0.118,0.159,0.723,,,,-0.1779,,1,1,1,0,1,False,Solo Leisure,Economy Class,274,0
0.9418,0.087,0.033,0.88,,0.9373,0.9373,0.9373,0.9373,1,0,0,0,0,True,Solo Leisure,Economy Class,1377,0
-0.8404,0.018,0.129,0.853,,,,-0.9042,,1,1,1,0,1,True,Solo Leisure,Economy Class,368,0
-0.6249,0.0,0.066,0.934,,,0.3814,,,1,1,0,1,1,False,Solo Leisure,Economy Class,326,0
-0.6996,0.0,0.075,0.925,,-0.7506,-0.7506,-0.7506,,1,0,0,0,1,False,Solo Leisure,Premium Economy,477,0
-0.7699,0.039,0.071,0.89,,,0.34,0.34,,1,1,0,0,1,True,Solo Leisure,Economy Class,1304,0
-0.9863,0.023,0.108,0.87,,,-0.9812,-0.9812,,1,1,0,0,1,False,Family Leisure,Economy Class,1888,0
0.9403,0.256,0.041,0.703,,,0.9246,0.9246,,1,1,0,0,1,False,Family Leisure,Economy Class,268,0
-0.8519,0.0,0.243,0.757,,,-0.8519,-0.8519,,1,1,0,0,1,False,Solo Leisure,Economy Class,166,0
-0.7653,0.043,0.085,0.872,,,,-0.0516,,1,1,1,0,1,True,Solo Leisure,Economy Class,984,0
-0.6855,0.028,0.073,0.899,,,,0.3818,,1,1,1,0,1,True,Couple Leisure,Economy Class,612,0
-0.9092,0.0,0.163,0.837,-0.9179,-0.9179,,-0.9179,,0,0,1,0,1,False,Family Leisure,Economy Class,425,0
-0.9652,0.016,0.215,0.769,,,-0.9781,-0.9781,,1,1,0,0,1,True,Solo Leisure,Economy Class,622,0
-0.9564,0.0,0.287,0.713,,,,-0.9065,,1,1,1,0,1,False,Solo Leisure,Economy Class,303,0
-0.9084,0.021,0.142,0.838,,,,-0.8583,,1,1,1,0,1,False,Family Leisure,Economy Class,464,0
-0.9349,0.024,0.106,0.87,,,,-0.6486,-0.6486,1,1,1,0,0,False,Family Leisure,Economy Class,854,0
-0.0978,0.044,0.039,0.917,,,0.7608,0.7608,,1,1,0,0,1,True,Solo Leisure,Economy Class,1850,0
-0.3709,0.037,0.048,0.915,,,0.8126,0.8126,,1,1,0,0,1,False,Solo Leisure,Economy Class,657,0
0.555,0.076,0.035,0.889,,,-0.0961,-0.0961,,1,1,0,0,1,False,Business,Economy Class,399,0
0.4796,0.126,0.116,0.758,,,,0.901,,1,1,1,0,1,False,Family Leisure,Economy Class,874,0
-0.8579,0.021,0.112,0.867,,,0.2023,0.2023,,1,1,0,0,1,False,Solo Leisure,Economy Class,605,0
0.6623,0.062,0.03,0.908,,,0.7506,0.7506,,1,1,0,0,1,False,Solo Leisure,Economy Class,668,0
-0.8181,0.055,0.138,0.807,,,-0.7438,-0.7438,-0.7438,1,1,0,0,0,True,Couple Leisure,Economy Class,426,0
-0.3075,0.06,0.072,0.868,,-0.8934,-0.8934,-0.8934,,1,0,0,0,1,False,Couple Leisure,Economy Class,438,0
-0.9152,0.0,0.238,0.762,,,,,,1,1,1,1,1,False,Family Leisure,Economy Class,233,0
-0.6306,0.0,0.029,0.971,,,-0.5267,-0.5267,,1,1,0,0,1,True,Solo Leisure,Economy Class,820,0
-0.6588,0.0,0.118,0.882,,,,-0.6249,,1,1,1,0,1,False,Family Leisure,Economy Class,256,0
-0.2263,0.051,0.062,0.887,,,0.0772,,,1,1,0,1,1,True,Solo Leisure,Economy Class,384,0
-0.9673,0.0,0.168,0.832,,,-0.9466,-0.9466,,1,1,0,0,1,True,Couple Leisure,Economy Class,501,0
-0.2263,0.0,0.037,0.963,,,,-0.2263,,1,1,1,0,1,True,Solo Leisure,Economy Class,241,0
0.1625,0.089,0.077,0.834,0.3455,,,0.3455,,0,1,1,0,1,False,Couple Leisure,Economy Class,242,0
-0.9059,0.074,0.231,0.696,,,,-0.9186,,1,1,1,0,1,True,Solo Leisure,Economy Class,328,0
-0.7717,0.0,0.153,0.847,,-0.6705,,-0.6705,,1,0,1,0,1,True,Family Leisure,Economy Class,275,0
0.9509,0.276,0.0,0.724,,,0.9509,0.9509,,1,1,0,0,1,False,Couple Leisure,Economy Class,298,1
-0.8892,0.029,0.077,0.895,-0.9126,,,-0.9126,,0,1,1,0,1,True,Family Leisure,Economy Class,1220,0
-0.9509,0.0,0.101,0.899,-0.8465,,-0.8465,-0.8465,,0,1,0,0,1,True,Business,Economy Class,877,0
-0.9633,0.039,0.099,0.862,,,-0.9738,-0.9738,-0.9738,1,1,0,0,0,True,Business,Economy Class,1970,0
0.9723,0.134,0.088,0.778,,0.9614,0.9614,0.9614,0.9614,1,0,0,0,0,False,Business,Economy Class,2019,1
0.25,0.054,0.05,0.896,,,0.4939,0.4939,,1,1,0,0,1,False,Business,Economy Class,1054,0
0.5719,0.142,0.051,0.807,0.5719,0.5719,0.5719,,,0,0,0,1,1,False,Solo Leisure,Economy Class,206,0
-0.8565,0.069,0.21,0.721,,,,,,1,1,1,1,1,False,Unknown,Economy Class,247,0
0.6908,0.14,0.0,0.86,,,0.6908,,,1,1,0,1,1,False,Unknown,Economy Class,213,1
0.949,0.217,0.066,0.716,0.9485,0.9485,0.9485,0.9485,,0,0,0,0,1,False,Unknown,Economy Class,496,1
0.7584,0.096,0.016,0.888,,0.7584,0.7584,0.7584,,1,0,0,0,1,False,Unknown,Economy Class,507,1
0.7346,0.158,0.0,0.842,,,0.7346,0.7346,,1,1,0,0,1,False,Unknown,Economy Class,195,1
0.9529,0.143,0.083,0.774,,0.1531,0.1531,0.1531,,1,0,0,0,1,False,Unknown,Economy Class,984,1
0.9529,0.143,0.083,0.774,,0.1531,0.1531,0.1531,,1,0,0,0,1,False,Unknown,Economy Class,984,1
-0.1143,0.048,0.066,0.886,,,,-0.0258,,1,1,1,0,1,False,Unknown,Economy Class,429,1
-0.3612,0.103,0.143,0.753,0.1531,0.1531,0.1531,0.1531,,0,0,0,0,1,False,Unknown,Economy Class,304,0
0.254,0.099,0.111,0.791,,,,0.296,,1,1,1,0,1,False,Unknown,Economy Class,378,0
0.9011,0.348,0.041,0.611,0.7845,,0.7845,,,0,1,0,1,1,False,Unknown,Economy Class,155,1
0.9177,0.175,0.044,0.781,,,,0.8431,,1,1,1,0,1,False,Unknown,Economy Class,459,1
-0.6661,0.033,0.094,0.873,,,,0.25,,1,1,1,0,1,False,Unknown,Economy Class,436,1
0.9519,0.19,0.0,0.81,,,0.9274,0.9274,0.9274,1,1,0,0,0,False,Unknown,Economy Class,457,1
